GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BE2001
"G0100010","1930","Alabama","010","Autauga","0010","Autauga",72.3
"G0100030","1930","Alabama","010","Baldwin","0030","Baldwin",73.7
"G0100050","1930","Alabama","010","Barbour","0050","Barbour",82.5
"G0100070","1930","Alabama","010","Bibb","0070","Bibb",72.7
"G0100090","1930","Alabama","010","Blount","0090","Blount",64.8
"G0100110","1930","Alabama","010","Bullock","0110","Bullock",78.4
"G0100130","1930","Alabama","010","Butler","0130","Butler",74.9
"G0100150","1930","Alabama","010","Calhoun","0150","Calhoun",69.9
"G0100170","1930","Alabama","010","Chambers","0170","Chambers",66.8
"G0100190","1930","Alabama","010","Cherokee","0190","Cherokee",71.6
"G0100210","1930","Alabama","010","Chilton","0210","Chilton",60.6
"G0100230","1930","Alabama","010","Choctaw","0230","Choctaw",89.9
"G0100250","1930","Alabama","010","Clarke","0250","Clarke",79.6
"G0100270","1930","Alabama","010","Clay","0270","Clay",70.6
"G0100290","1930","Alabama","010","Cleburne","0290","Cleburne",86.7
"G0100310","1930","Alabama","010","Coffee","0310","Coffee",80.3
"G0100330","1930","Alabama","010","Colbert","0330","Colbert",62.5
"G0100350","1930","Alabama","010","Conecuh","0350","Conecuh",63.3
"G0100370","1930","Alabama","010","Coosa","0370","Coosa",107.5
"G0100390","1930","Alabama","010","Covington","0390","Covington",71.4
"G0100410","1930","Alabama","010","Crenshaw","0410","Crenshaw",73.9
"G0100430","1930","Alabama","010","Cullman","0430","Cullman",52.5
"G0100450","1930","Alabama","010","Dale","0450","Dale",93.9
"G0100470","1930","Alabama","010","Dallas","0470","Dallas",48.4
"G0100490","1930","Alabama","010","DeKalb","0490","Dekalb",57.2
"G0100510","1930","Alabama","010","Elmore","0510","Elmore",61.7
"G0100530","1930","Alabama","010","Escambia","0530","Escambia",65.0
"G0100550","1930","Alabama","010","Etowah","0550","Etowah",64.6
"G0100570","1930","Alabama","010","Fayette","0570","Fayette",96.0
"G0100590","1930","Alabama","010","Franklin","0590","Franklin",68.8
"G0100610","1930","Alabama","010","Geneva","0610","Geneva",71.8
"G0100630","1930","Alabama","010","Greene","0630","Greene",53.2
"G0100650","1930","Alabama","010","Hale","0650","Hale",51.6
"G0100670","1930","Alabama","010","Henry","0670","Henry",85.6
"G0100690","1930","Alabama","010","Houston","0690","Houston",58.6
"G0100710","1930","Alabama","010","Jackson","0710","Jackson",71.6
"G0100730","1930","Alabama","010","Jefferson","0730","Jefferson",53.4
"G0100750","1930","Alabama","010","Lamar","0750","Lamar",89.0
"G0100770","1930","Alabama","010","Lauderdale","0770","Lauderdale",56.3
"G0100790","1930","Alabama","010","Lawrence","0790","Lawrence",53.7
"G0100810","1930","Alabama","010","Lee","0810","Lee",90.9
"G0100830","1930","Alabama","010","Limestone","0830","Limestone",46.5
"G0100850","1930","Alabama","010","Lowndes","0850","Lowndes",69.0
"G0100870","1930","Alabama","010","Macon","0870","Macon",58.4
"G0100890","1930","Alabama","010","Madison","0890","Madison",54.0
"G0100910","1930","Alabama","010","Marengo","0910","Marengo",59.5
"G0100930","1930","Alabama","010","Marion","0930","Marion",81.9
"G0100950","1930","Alabama","010","Marshall","0950","Marshall",48.2
"G0100970","1930","Alabama","010","Mobile","0970","Mobile",75.8
"G0100990","1930","Alabama","010","Monroe","0990","Monroe",81.8
"G0101010","1930","Alabama","010","Montgomery","1010","Montgomery",79.6
"G0101030","1930","Alabama","010","Morgan","1030","Morgan",55.1
"G0101050","1930","Alabama","010","Perry","1050","Perry",61.1
"G0101070","1930","Alabama","010","Pickens","1070","Pickens",77.2
"G0101090","1930","Alabama","010","Pike","1090","Pike",81.7
"G0101110","1930","Alabama","010","Randolph","1110","Randolph",70.1
"G0101130","1930","Alabama","010","Russell","1130","Russell",97.2
"G0101150","1930","Alabama","010","St Clair","1150","St Clair",84.5
"G0101170","1930","Alabama","010","Shelby","1170","Shelby",79.1
"G0101190","1930","Alabama","010","Sumter","1190","Sumter",66.6
"G0101210","1930","Alabama","010","Talladega","1210","Talladega",66.3
"G0101230","1930","Alabama","010","Tallapoosa","1230","Tallapoosa",83.6
"G0101250","1930","Alabama","010","Tuscaloosa","1250","Tuscaloosa",72.8
"G0101270","1930","Alabama","010","Walker","1270","Walker",57.7
"G0101290","1930","Alabama","010","Washington","1290","Washington",112.5
"G0101310","1930","Alabama","010","Wilcox","1310","Wilcox",72.5
"G0101330","1930","Alabama","010","Winston","1330","Winston",82.4
"G0250015","1930","Alaska Territory","025","First Judicicial Dist","0015","First Judicicial Dist",291.0
"G0250035","1930","Alaska Territory","025","Fourth Judicicial Dist","0035","Fourth Judicicial Dist",234.4
"G0250075","1930","Alaska Territory","025","Second Judicicial Dist","0075","Second Judicicial Dist",
"G0250115","1930","Alaska Territory","025","Third Judicicial Dist","0115","Third Judicicial Dist",2359.0
"G0400010","1930","Arizona","040","Apache","0010","Apache",711.2
"G0400030","1930","Arizona","040","Cochise","0030","Cochise",2069.2
"G0400050","1930","Arizona","040","Coconino","0050","Coconino",1393.2
"G0400070","1930","Arizona","040","Gila","0070","Gila",392.6
"G0400090","1930","Arizona","040","Graham","0090","Graham",625.6
"G0400110","1930","Arizona","040","Greenlee","0110","Greenlee",214.6
"G0400130","1930","Arizona","040","Maricopa","0130","Maricopa",125.8
"G0400150","1930","Arizona","040","Mohave","0150","Mohave",1358.1
"G0400170","1930","Arizona","040","Navajo","0170","Navajo",740.2
"G0400190","1930","Arizona","040","Pima","0190","Pima",1254.2
"G0400210","1930","Arizona","040","Pinal","0210","Pinal",382.5
"G0400230","1930","Arizona","040","Santa Cruz","0230","Santa Cruz",1152.9
"G0400250","1930","Arizona","040","Yavapai","0250","Yavapai",3119.8
"G0400270","1930","Arizona","040","Yuma","0270","Yuma",118.3
"G0500010","1930","Arkansas","050","Arkansas","0010","Arkansas",137.2
"G0500030","1930","Arkansas","050","Ashley","0030","Ashley",42.8
"G0500050","1930","Arkansas","050","Baxter","0050","Baxter",122.8
"G0500070","1930","Arkansas","050","Benton","0070","Benton",83.3
"G0500090","1930","Arkansas","050","Boone","0090","Boone",129.9
"G0500110","1930","Arkansas","050","Bradley","0110","Bradley",62.4
"G0500130","1930","Arkansas","050","Calhoun","0130","Calhoun",79.9
"G0500150","1930","Arkansas","050","Carroll","0150","Carroll",118.3
"G0500170","1930","Arkansas","050","Chicot","0170","Chicot",35.9
"G0500190","1930","Arkansas","050","Clark","0190","Clark",75.3
"G0500210","1930","Arkansas","050","Clay","0210","Clay",68.2
"G0500230","1930","Arkansas","050","Cleburne","0230","Cleburne",90.4
"G0500250","1930","Arkansas","050","Cleveland","0250","Cleveland",68.1
"G0500270","1930","Arkansas","050","Columbia","0270","Columbia",63.6
"G0500290","1930","Arkansas","050","Conway","0290","Conway",69.4
"G0500310","1930","Arkansas","050","Craighead","0310","Craighead",54.7
"G0500330","1930","Arkansas","050","Crawford","0330","Crawford",82.5
"G0500350","1930","Arkansas","050","Crittenden","0350","Crittenden",30.5
"G0500370","1930","Arkansas","050","Cross","0370","Cross",41.5
"G0500390","1930","Arkansas","050","Dallas","0390","Dallas",78.6
"G0500410","1930","Arkansas","050","Desha","0410","Desha",32.9
"G0500430","1930","Arkansas","050","Drew","0430","Drew",60.9
"G0500450","1930","Arkansas","050","Faulkner","0450","Faulkner",72.3
"G0500470","1930","Arkansas","050","Franklin","0470","Franklin",93.2
"G0500490","1930","Arkansas","050","Fulton","0490","Fulton",136.7
"G0500510","1930","Arkansas","050","Garland","0510","Garland",83.6
"G0500530","1930","Arkansas","050","Grant","0530","Grant",80.5
"G0500550","1930","Arkansas","050","Greene","0550","Greene",66.5
"G0500570","1930","Arkansas","050","Hempstead","0570","Hempstead",60.6
"G0500590","1930","Arkansas","050","Hot Spring","0590","Hot Spring",77.1
"G0500610","1930","Arkansas","050","Howard","0610","Howard",50.1
"G0500630","1930","Arkansas","050","Independence","0630","Independence",80.6
"G0500650","1930","Arkansas","050","Izard","0650","Izard",105.0
"G0500670","1930","Arkansas","050","Jackson","0670","Jackson",61.3
"G0500690","1930","Arkansas","050","Jefferson","0690","Jefferson",34.5
"G0500710","1930","Arkansas","050","Johnson","0710","Johnson",84.4
"G0500730","1930","Arkansas","050","Lafayette","0730","Lafayette",43.7
"G0500750","1930","Arkansas","050","Lawrence","0750","Lawrence",79.0
"G0500770","1930","Arkansas","050","Lee","0770","Lee",40.3
"G0500790","1930","Arkansas","050","Lincoln","0790","Lincoln",39.7
"G0500810","1930","Arkansas","050","Little River","0810","Little River",53.5
"G0500830","1930","Arkansas","050","Logan","0830","Logan",91.7
"G0500850","1930","Arkansas","050","Lonoke","0850","Lonoke",52.0
"G0500870","1930","Arkansas","050","Madison","0870","Madison",129.9
"G0500890","1930","Arkansas","050","Marion","0890","Marion",113.1
"G0500910","1930","Arkansas","050","Miller","0910","Miller",49.9
"G0500930","1930","Arkansas","050","Mississippi","0930","Mississippi",31.7
"G0500950","1930","Arkansas","050","Monroe","0950","Monroe",44.9
"G0500970","1930","Arkansas","050","Montgomery","0970","Montgomery",89.0
"G0500990","1930","Arkansas","050","Nevada","0990","Nevada",75.1
"G0501010","1930","Arkansas","050","Newton","1010","Newton",102.4
"G0501030","1930","Arkansas","050","Ouachita","1030","Ouachita",78.9
"G0501050","1930","Arkansas","050","Perry","1050","Perry",71.7
"G0501070","1930","Arkansas","050","Phillips","1070","Phillips",38.1
"G0501090","1930","Arkansas","050","Pike","1090","Pike",72.6
"G0501110","1930","Arkansas","050","Poinsett","1110","Poinsett",49.7
"G0501130","1930","Arkansas","050","Polk","1130","Polk",92.4
"G0501150","1930","Arkansas","050","Pope","1150","Pope",79.0
"G0501170","1930","Arkansas","050","Prairie","1170","Prairie",100.3
"G0501190","1930","Arkansas","050","Pulaski","1190","Pulaski",53.7
"G0501210","1930","Arkansas","050","Randolph","1210","Randolph",99.5
"G0501230","1930","Arkansas","050","St Francis","1230","St Francis",39.8
"G0501250","1930","Arkansas","050","Saline","1250","Saline",84.1
"G0501270","1930","Arkansas","050","Scott","1270","Scott",96.2
"G0501290","1930","Arkansas","050","Searcy","1290","Searcy",106.7
"G0501310","1930","Arkansas","050","Sebastian","1310","Sebastian",73.8
"G0501330","1930","Arkansas","050","Sevier","1330","Sevier",71.3
"G0501350","1930","Arkansas","050","Sharp","1350","Sharp",117.8
"G0501370","1930","Arkansas","050","Stone","1370","Stone",124.1
"G0501390","1930","Arkansas","050","Union","1390","Union",68.8
"G0501410","1930","Arkansas","050","Van Buren","1410","Van Buren",104.1
"G0501430","1930","Arkansas","050","Washington","1430","Washington",93.8
"G0501450","1930","Arkansas","050","White","1450","White",72.1
"G0501470","1930","Arkansas","050","Woodruff","1470","Woodruff",50.4
"G0501490","1930","Arkansas","050","Yell","1490","Yell",75.4
"G0600010","1930","California","060","Alameda","0010","Alameda",120.2
"G0600030","1930","California","060","Alpine","0030","Alpine",606.8
"G0600050","1930","California","060","Amador","0050","Amador",845.6
"G0600070","1930","California","060","Butte","0070","Butte",238.0
"G0600090","1930","California","060","Calaveras","0090","Calaveras",771.2
"G0600110","1930","California","060","Colusa","0110","Colusa",538.7
"G0600130","1930","California","060","Contra Costa","0130","Contra Costa",200.7
"G0600150","1930","California","060","Del Norte","0150","Del Norte",246.4
"G0600170","1930","California","060","El Dorado","0170","El Dorado",366.6
"G0600190","1930","California","060","Fresno","0190","Fresno",144.5
"G0600210","1930","California","060","Glenn","0210","Glenn",400.8
"G0600230","1930","California","060","Humboldt","0230","Humboldt",389.8
"G0600250","1930","California","060","Imperial","0250","Imperial",127.1
"G0600270","1930","California","060","Inyo","0270","Inyo",433.8
"G0600290","1930","California","060","Kern","0290","Kern",712.0
"G0600310","1930","California","060","Kings","0310","Kings",266.9
"G0600330","1930","California","060","Lake","0330","Lake",227.5
"G0600350","1930","California","060","Lassen","0350","Lassen",1002.7
"G0600370","1930","California","060","Los Angeles","0370","Los Angeles",41.7
"G0600390","1930","California","060","Madera","0390","Madera",409.8
"G0600410","1930","California","060","Marin","0410","Marin",383.4
"G0600430","1930","California","060","Mariposa","0430","Mariposa",800.4
"G0600450","1930","California","060","Mendocino","0450","Mendocino",561.7
"G0600470","1930","California","060","Merced","0470","Merced",216.5
"G0600490","1930","California","060","Modoc","0490","Modoc",724.9
"G0600510","1930","California","060","Mono","0510","Mono",869.4
"G0600530","1930","California","060","Monterey","0530","Monterey",690.1
"G0600550","1930","California","060","Napa","0550","Napa",192.1
"G0600570","1930","California","060","Nevada","0570","Nevada",270.1
"G0600590","1930","California","060","Orange","0590","Orange",58.1
"G0600610","1930","California","060","Placer","0610","Placer",215.4
"G0600630","1930","California","060","Plumas","0630","Plumas",940.7
"G0600650","1930","California","060","Riverside","0650","Riverside",133.6
"G0600670","1930","California","060","Sacramento","0670","Sacramento",147.6
"G0600690","1930","California","060","San Benito","0690","San Benito",612.2
"G0600710","1930","California","060","San Bernardino","0710","San Bernardino",41.9
"G0600730","1930","California","060","San Diego","0730","San Diego",213.6
"G0600750","1930","California","060","San Francisco","0750","San Francisco",11.4
"G0600770","1930","California","060","San Joaquin","0770","San Joaquin",121.8
"G0600790","1930","California","060","San Luis Obispo","0790","San Luis Obispo",762.5
"G0600810","1930","California","060","San Mateo","0810","San Mateo",221.8
"G0600830","1930","California","060","Santa Barbara","0830","Santa Barbara",757.6
"G0600850","1930","California","060","Santa Clara","0850","Santa Clara",82.9
"G0600870","1930","California","060","Santa Cruz","0870","Santa Cruz",67.1
"G0600890","1930","California","060","Shasta","0890","Shasta",501.1
"G0600910","1930","California","060","Sierra","0910","Sierra",1299.8
"G0600930","1930","California","060","Siskiyou","0930","Siskiyou",543.5
"G0600950","1930","California","060","Solano","0950","Solano",291.7
"G0600970","1930","California","060","Sonoma","0970","Sonoma",118.1
"G0600990","1930","California","060","Stanislaus","0990","Stanislaus",134.5
"G0601010","1930","California","060","Sutter","1010","Sutter",195.5
"G0601030","1930","California","060","Tehama","1030","Tehama",662.5
"G0601050","1930","California","060","Trinity","1050","Trinity",567.8
"G0601070","1930","California","060","Tulare","1070","Tulare",166.7
"G0601090","1930","California","060","Tuolumne","1090","Tuolumne",705.2
"G0601110","1930","California","060","Ventura","1110","Ventura",268.2
"G0601130","1930","California","060","Yolo","1130","Yolo",297.5
"G0601150","1930","California","060","Yuba","1150","Yuba",474.8
"G0800010","1930","Colorado","080","Adams","0010","Adams",291.6
"G0800030","1930","Colorado","080","Alamosa","0030","Alamosa",424.1
"G0800050","1930","Colorado","080","Arapahoe","0050","Arapahoe",375.2
"G0800070","1930","Colorado","080","Archuleta","0070","Archuleta",420.2
"G0800090","1930","Colorado","080","Baca","0090","Baca",643.8
"G0800110","1930","Colorado","080","Bent","0110","Bent",613.3
"G0800130","1930","Colorado","080","Boulder","0130","Boulder",138.0
"G0800150","1930","Colorado","080","Chaffee","0150","Chaffee",241.1
"G0800170","1930","Colorado","080","Cheyenne","0170","Cheyenne",791.1
"G0800190","1930","Colorado","080","Clear Creek","0190","Clear Creek",425.1
"G0800210","1930","Colorado","080","Conejos","0210","Conejos",172.2
"G0800230","1930","Colorado","080","Costilla","0230","Costilla",539.4
"G0800250","1930","Colorado","080","Crowley","0250","Crowley",524.1
"G0800270","1930","Colorado","080","Custer","0270","Custer",640.8
"G0800290","1930","Colorado","080","Delta","0290","Delta",107.8
"G0800310","1930","Colorado","080","Denver","0310","Denver",14.7
"G0800330","1930","Colorado","080","Dolores","0330","Dolores",368.3
"G0800350","1930","Colorado","080","Douglas","0350","Douglas",792.9
"G0800370","1930","Colorado","080","Eagle","0370","Eagle",456.2
"G0800390","1930","Colorado","080","Elbert","0390","Elbert",779.1
"G0800410","1930","Colorado","080","El Paso","0410","El Paso",732.1
"G0800430","1930","Colorado","080","Fremont","0430","Fremont",288.8
"G0800450","1930","Colorado","080","Garfield","0450","Garfield",248.1
"G0800470","1930","Colorado","080","Gilpin","0470","Gilpin",422.8
"G0800490","1930","Colorado","080","Grand","0490","Grand",927.3
"G0800510","1930","Colorado","080","Gunnison","0510","Gunnison",583.4
"G0800530","1930","Colorado","080","Hinsdale","0530","Hinsdale",412.3
"G0800550","1930","Colorado","080","Huerfano","0550","Huerfano",652.4
"G0800570","1930","Colorado","080","Jackson","0570","Jackson",1582.6
"G0800590","1930","Colorado","080","Jefferson","0590","Jefferson",142.9
"G0800610","1930","Colorado","080","Kiowa","0610","Kiowa",797.6
"G0800630","1930","Colorado","080","Kit Carson","0630","Kit Carson",594.5
"G0800650","1930","Colorado","080","Lake","0650","Lake",470.0
"G0800670","1930","Colorado","080","La Plata","0670","La Plata",309.3
"G0800690","1930","Colorado","080","Larimer","0690","Larimer",379.9
"G0800710","1930","Colorado","080","Las Animas","0710","Las Animas",1096.7
"G0800730","1930","Colorado","080","Lincoln","0730","Lincoln",970.5
"G0800750","1930","Colorado","080","Logan","0750","Logan",521.1
"G0800770","1930","Colorado","080","Mesa","0770","Mesa",129.5
"G0800790","1930","Colorado","080","Mineral","0790","Mineral",510.2
"G0800810","1930","Colorado","080","Moffat","0810","Moffat",805.8
"G0800830","1930","Colorado","080","Montezuma","0830","Montezuma",292.2
"G0800850","1930","Colorado","080","Montrose","0850","Montrose",175.3
"G0800870","1930","Colorado","080","Morgan","0870","Morgan",403.2
"G0800890","1930","Colorado","080","Otero","0890","Otero",360.4
"G0800910","1930","Colorado","080","Ouray","0910","Ouray",567.0
"G0800930","1930","Colorado","080","Park","0930","Park",1360.0
"G0800950","1930","Colorado","080","Phillips","0950","Phillips",509.6
"G0800970","1930","Colorado","080","Pitkin","0970","Pitkin",332.7
"G0800990","1930","Colorado","080","Prowers","0990","Prowers",408.6
"G0801010","1930","Colorado","080","Pueblo","1010","Pueblo",845.5
"G0801030","1930","Colorado","080","Rio Blanco","1030","Rio Blanco",777.5
"G0801050","1930","Colorado","080","Rio Grande","1050","Rio Grande",276.8
"G0801070","1930","Colorado","080","Routt","1070","Routt",568.8
"G0801090","1930","Colorado","080","Saguache","1090","Saguache",816.4
"G0801110","1930","Colorado","080","San Juan","1110","San Juan",0
"G0801130","1930","Colorado","080","San Miguel","1130","San Miguel",650.5
"G0801150","1930","Colorado","080","Sedgwick","1150","Sedgwick",548.9
"G0801170","1930","Colorado","080","Summit","1170","Summit",528.4
"G0801190","1930","Colorado","080","Teller","1190","Teller",564.1
"G0801210","1930","Colorado","080","Washington","1210","Washington",706.0
"G0801230","1930","Colorado","080","Weld","1230","Weld",362.4
"G0801250","1930","Colorado","080","Yuma","1250","Yuma",638.0
"G0900010","1930","Connecticut","090","Fairfield","0010","Fairfield",68.4
"G0900030","1930","Connecticut","090","Hartford","0030","Hartford",66.7
"G0900050","1930","Connecticut","090","Litchfield","0050","Litchfield",128.6
"G0900070","1930","Connecticut","090","Middlesex","0070","Middlesex",81.7
"G0900090","1930","Connecticut","090","New Haven","0090","New Haven",69.6
"G0900110","1930","Connecticut","090","New London","0110","New London",107.1
"G0900130","1930","Connecticut","090","Tolland","0130","Tolland",90.2
"G0900150","1930","Connecticut","090","Windham","0150","Windham",99.1
"G1000010","1930","Delaware","100","Kent","0010","Kent",105.1
"G1000030","1930","Delaware","100","New Castle","0030","New Castle",112.7
"G1000050","1930","Delaware","100","Sussex","0050","Sussex",78.4
"G1100010","1930","District Of Columbia","110","District Of Columbia","0010","District Of Columbia",29.5
"G1200010","1930","Florida","120","Alachua","0010","Alachua",105.9
"G1200030","1930","Florida","120","Baker","0030","Baker",80.4
"G1200050","1930","Florida","120","Bay","0050","Bay",291.8
"G1200070","1930","Florida","120","Bradford","0070","Bradford",61.5
"G1200090","1930","Florida","120","Brevard","0090","Brevard",40.5
"G1200110","1930","Florida","120","Broward","0110","Broward",25.7
"G1200130","1930","Florida","120","Calhoun","0130","Calhoun",75.3
"G1200150","1930","Florida","120","Charlotte","0150","Charlotte",83.1
"G1200170","1930","Florida","120","Citrus","0170","Citrus",93.5
"G1200190","1930","Florida","120","Clay","0190","Clay",323.8
"G1200210","1930","Florida","120","Collier","0210","Collier",93.8
"G1200230","1930","Florida","120","Columbia","0230","Columbia",150.0
"G1200250","1930","Florida","120","Dade","0250","Dade",43.6
"G1200270","1930","Florida","120","De Soto","0270","De Soto",68.6
"G1200290","1930","Florida","120","Dixie","0290","Dixie",79.8
"G1200310","1930","Florida","120","Duval","0310","Duval",44.6
"G1200330","1930","Florida","120","Escambia","0330","Escambia",51.4
"G1200350","1930","Florida","120","Flagler","0350","Flagler",93.5
"G1200370","1930","Florida","120","Franklin","0370","Franklin",204.4
"G1200390","1930","Florida","120","Gadsden","0390","Gadsden",114.3
"G1200410","1930","Florida","120","Gilchrist","0410","Gilchrist",148.0
"G1200430","1930","Florida","120","Glades","0430","Glades",47.3
"G1200450","1930","Florida","120","Gulf","0450","Gulf",35.4
"G1200470","1930","Florida","120","Hamilton","0470","Hamilton",176.9
"G1200490","1930","Florida","120","Hardee","0490","Hardee",51.3
"G1200510","1930","Florida","120","Hendry","0510","Hendry",802.2
"G1200530","1930","Florida","120","Hernando","0530","Hernando",47.8
"G1200550","1930","Florida","120","Highlands","0550","Highlands",134.2
"G1200570","1930","Florida","120","Hillsborough","0570","Hillsborough",40.7
"G1200590","1930","Florida","120","Holmes","0590","Holmes",73.7
"G1200610","1930","Florida","120","Indian River","0610","Indian River",110.6
"G1200630","1930","Florida","120","Jackson","0630","Jackson",86.8
"G1200650","1930","Florida","120","Jefferson","0650","Jefferson",104.5
"G1200670","1930","Florida","120","Lafayette","0670","Lafayette",150.9
"G1200690","1930","Florida","120","Lake","0690","Lake",64.1
"G1200710","1930","Florida","120","Lee","0710","Lee",42.2
"G1200730","1930","Florida","120","Leon","0730","Leon",107.1
"G1200750","1930","Florida","120","Levy","0750","Levy",108.2
"G1200770","1930","Florida","120","Liberty","0770","Liberty",152.3
"G1200790","1930","Florida","120","Madison","0790","Madison",119.6
"G1200810","1930","Florida","120","Manatee","0810","Manatee",35.4
"G1200830","1930","Florida","120","Marion","0830","Marion",94.0
"G1200850","1930","Florida","120","Martin","0850","Martin",42.1
"G1200870","1930","Florida","120","Monroe","0870","Monroe",43.2
"G1200890","1930","Florida","120","Nassau","0890","Nassau",167.5
"G1200910","1930","Florida","120","Okaloosa","0910","Okaloosa",75.9
"G1200930","1930","Florida","120","Okeechobee","0930","Okeechobee",97.4
"G1200950","1930","Florida","120","Orange","0950","Orange",63.6
"G1200970","1930","Florida","120","Osceola","0970","Osceola",152.1
"G1200990","1930","Florida","120","Palm Beach","0990","Palm Beach",39.6
"G1201010","1930","Florida","120","Pasco","1010","Pasco",48.9
"G1201030","1930","Florida","120","Pinellas","1030","Pinellas",42.0
"G1201050","1930","Florida","120","Polk","1050","Polk",68.3
"G1201070","1930","Florida","120","Putnam","1070","Putnam",67.5
"G1201090","1930","Florida","120","St Johns","1090","St Johns",65.9
"G1201110","1930","Florida","120","St Lucie","1110","St Lucie",48.3
"G1201130","1930","Florida","120","Santa Rosa","1130","Santa Rosa",65.1
"G1201150","1930","Florida","120","Sarasota","1150","Sarasota",42.8
"G1201170","1930","Florida","120","Seminole","1170","Seminole",44.2
"G1201190","1930","Florida","120","Sumter","1190","Sumter",69.8
"G1201210","1930","Florida","120","Suwannee","1210","Suwannee",125.5
"G1201230","1930","Florida","120","Taylor","1230","Taylor",117.8
"G1201250","1930","Florida","120","Union","1250","Union",113.3
"G1201270","1930","Florida","120","Volusia","1270","Volusia",75.7
"G1201290","1930","Florida","120","Wakulla","1290","Wakulla",109.1
"G1201310","1930","Florida","120","Walton","1310","Walton",67.6
"G1201330","1930","Florida","120","Washington","1330","Washington",76.7
"G1300010","1930","Georgia","130","Appling","0010","Appling",113.3
"G1300030","1930","Georgia","130","Atkinson","0030","Atkinson",167.7
"G1300050","1930","Georgia","130","Bacon","0050","Bacon",117.2
"G1300070","1930","Georgia","130","Baker","0070","Baker",84.5
"G1300090","1930","Georgia","130","Baldwin","0090","Baldwin",98.6
"G1300110","1930","Georgia","130","Banks","0110","Banks",73.9
"G1300130","1930","Georgia","130","Barrow","0130","Barrow",49.0
"G1300150","1930","Georgia","130","Bartow","0150","Bartow",68.9
"G1300170","1930","Georgia","130","Ben Hill","0170","Ben Hill",96.2
"G1300190","1930","Georgia","130","Berrien","0190","Berrien",99.1
"G1300210","1930","Georgia","130","Bibb","0210","Bibb",94.5
"G1300230","1930","Georgia","130","Bleckley","0230","Bleckley",109.4
"G1300250","1930","Georgia","130","Brantley","0250","Brantley",93.5
"G1300270","1930","Georgia","130","Brooks","0270","Brooks",94.0
"G1300290","1930","Georgia","130","Bryan","0290","Bryan",198.6
"G1300310","1930","Georgia","130","Bulloch","0310","Bulloch",89.0
"G1300330","1930","Georgia","130","Burke","0330","Burke",75.6
"G1300350","1930","Georgia","130","Butts","0350","Butts",68.6
"G1300370","1930","Georgia","130","Calhoun","0370","Calhoun",67.5
"G1300390","1930","Georgia","130","Camden","0390","Camden",281.6
"G1300395","1930","Georgia","130","Campbell","0395","Campbell",79.8
"G1300430","1930","Georgia","130","Candler","0430","Candler",90.6
"G1300450","1930","Georgia","130","Carroll","0450","Carroll",50.2
"G1300470","1930","Georgia","130","Catoosa","0470","Catoosa",79.9
"G1300490","1930","Georgia","130","Charlton","0490","Charlton",503.0
"G1300510","1930","Georgia","130","Chatham","0510","Chatham",142.2
"G1300530","1930","Georgia","130","Chattahoochee","0530","Chattahoochee",172.6
"G1300550","1930","Georgia","130","Chattooga","0550","Chattooga",89.9
"G1300570","1930","Georgia","130","Cherokee","0570","Cherokee",76.9
"G1300590","1930","Georgia","130","Clarke","0590","Clarke",55.4
"G1300610","1930","Georgia","130","Clay","0610","Clay",80.5
"G1300630","1930","Georgia","130","Clayton","0630","Clayton",52.7
"G1300650","1930","Georgia","130","Clinch","0650","Clinch",176.1
"G1300670","1930","Georgia","130","Cobb","0670","Cobb",49.9
"G1300690","1930","Georgia","130","Coffee","0690","Coffee",131.2
"G1300710","1930","Georgia","130","Colquitt","0710","Colquitt",80.3
"G1300730","1930","Georgia","130","Columbia","0730","Columbia",84.8
"G1300750","1930","Georgia","130","Cook","0750","Cook",82.7
"G1300770","1930","Georgia","130","Coweta","0770","Coweta",85.1
"G1300790","1930","Georgia","130","Crawford","0790","Crawford",137.0
"G1300810","1930","Georgia","130","Crisp","0810","Crisp",91.2
"G1300830","1930","Georgia","130","Dade","0830","Dade",93.3
"G1300850","1930","Georgia","130","Dawson","0850","Dawson",104.2
"G1300870","1930","Georgia","130","Decatur","0870","Decatur",135.7
"G1300890","1930","Georgia","130","DeKalb","0890","De Kalb",46.5
"G1300910","1930","Georgia","130","Dodge","0910","Dodge",80.4
"G1300930","1930","Georgia","130","Dooly","0930","Dooly",74.1
"G1300950","1930","Georgia","130","Dougherty","0950","Dougherty",164.0
"G1300970","1930","Georgia","130","Douglas","0970","Douglas",65.0
"G1300990","1930","Georgia","130","Early","0990","Early",61.7
"G1301010","1930","Georgia","130","Echols","1010","Echols",224.3
"G1301030","1930","Georgia","130","Effingham","1030","Effingham",133.2
"G1301050","1930","Georgia","130","Elbert","1050","Elbert",67.7
"G1301070","1930","Georgia","130","Emanuel","1070","Emanuel",84.2
"G1301090","1930","Georgia","130","Evans","1090","Evans",86.7
"G1301110","1930","Georgia","130","Fannin","1110","Fannin",88.7
"G1301130","1930","Georgia","130","Fayette","1130","Fayette",53.2
"G1301150","1930","Georgia","130","Floyd","1150","Floyd",79.6
"G1301170","1930","Georgia","130","Forsyth","1170","Forsyth",54.0
"G1301190","1930","Georgia","130","Franklin","1190","Franklin",54.6
"G1301210","1930","Georgia","130","Fulton","1210","Fulton",32.5
"G1301230","1930","Georgia","130","Gilmer","1230","Gilmer",119.8
"G1301250","1930","Georgia","130","Glascock","1250","Glascock",99.6
