GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BE2001
"G3000570","1930","Montana","300","Madison","0570","Madison",894.5
"G3000590","1930","Montana","300","Meagher","0590","Meagher",2874.7
"G3000610","1930","Montana","300","Mineral","0610","Mineral",230.7
"G3000630","1930","Montana","300","Missoula","0630","Missoula",332.1
"G3000650","1930","Montana","300","Musselshell","0650","Musselshell",1268.5
"G3000670","1930","Montana","300","Park","0670","Park",1069.2
"G3000690","1930","Montana","300","Petroleum","0690","Petroleum",1033.5
"G3000710","1930","Montana","300","Phillips","0710","Phillips",1026.5
"G3000730","1930","Montana","300","Pondera","0730","Pondera",749.1
"G3000750","1930","Montana","300","Powder River","0750","Powder River",1351.4
"G3000770","1930","Montana","300","Powell","0770","Powell",2147.8
"G3000790","1930","Montana","300","Prairie","0790","Prairie",1291.9
"G3000810","1930","Montana","300","Ravalli","0810","Ravalli",227.2
"G3000830","1930","Montana","300","Richland","0830","Richland",675.4
"G3000850","1930","Montana","300","Roosevelt","0850","Roosevelt",621.3
"G3000870","1930","Montana","300","Rosebud","0870","Rosebud",1634.0
"G3000890","1930","Montana","300","Sanders","0890","Sanders",489.6
"G3000910","1930","Montana","300","Sheridan","0910","Sheridan",599.6
"G3000930","1930","Montana","300","Silver Bow","0930","Silver Bow",386.3
"G3000950","1930","Montana","300","Stillwater","0950","Stillwater",897.0
"G3000970","1930","Montana","300","Sweet Grass","0970","Sweet Grass",1346.6
"G3000990","1930","Montana","300","Teton","0990","Teton",953.7
"G3001010","1930","Montana","300","Toole","1010","Toole",1270.1
"G3001030","1930","Montana","300","Treasure","1030","Treasure",1146.0
"G3001050","1930","Montana","300","Valley","1050","Valley",837.7
"G3001070","1930","Montana","300","Wheatland","1070","Wheatland",2529.1
"G3001090","1930","Montana","300","Wibaux","1090","Wibaux",803.7
"G3001110","1930","Montana","300","Yellowstone","1110","Yellowstone",582.8
"G3001130","1930","Montana","300","Yellowstone National Park","1130","Yellowstone National Park",
"G3100010","1930","Nebraska","310","Adams","0010","Adams",202.6
"G3100030","1930","Nebraska","310","Antelope","0030","Antelope",248.2
"G3100050","1930","Nebraska","310","Arthur","0050","Arthur",1801.2
"G3100070","1930","Nebraska","310","Banner","0070","Banner",1084.0
"G3100090","1930","Nebraska","310","Blaine","0090","Blaine",1282.7
"G3100110","1930","Nebraska","310","Boone","0110","Boone",216.8
"G3100130","1930","Nebraska","310","Box Butte","0130","Box Butte",738.7
"G3100150","1930","Nebraska","310","Boyd","0150","Boyd",304.4
"G3100170","1930","Nebraska","310","Brown","0170","Brown",850.5
"G3100190","1930","Nebraska","310","Buffalo","0190","Buffalo",239.4
"G3100210","1930","Nebraska","310","Burt","0210","Burt",183.0
"G3100230","1930","Nebraska","310","Butler","0230","Butler",192.3
"G3100250","1930","Nebraska","310","Cass","0250","Cass",164.7
"G3100270","1930","Nebraska","310","Cedar","0270","Cedar",204.5
"G3100290","1930","Nebraska","310","Chase","0290","Chase",656.4
"G3100310","1930","Nebraska","310","Cherry","0310","Cherry",2310.4
"G3100330","1930","Nebraska","310","Cheyenne","0330","Cheyenne",579.3
"G3100350","1930","Nebraska","310","Clay","0350","Clay",201.7
"G3100370","1930","Nebraska","310","Colfax","0370","Colfax",178.7
"G3100390","1930","Nebraska","310","Cuming","0390","Cuming",185.9
"G3100410","1930","Nebraska","310","Custer","0410","Custer",410.4
"G3100430","1930","Nebraska","310","Dakota","0430","Dakota",173.1
"G3100450","1930","Nebraska","310","Dawes","0450","Dawes",954.3
"G3100470","1930","Nebraska","310","Dawson","0470","Dawson",284.6
"G3100490","1930","Nebraska","310","Deuel","0490","Deuel",524.1
"G3100510","1930","Nebraska","310","Dixon","0510","Dixon",189.9
"G3100530","1930","Nebraska","310","Dodge","0530","Dodge",173.3
"G3100550","1930","Nebraska","310","Douglas","0550","Douglas",92.8
"G3100570","1930","Nebraska","310","Dundy","0570","Dundy",751.6
"G3100590","1930","Nebraska","310","Fillmore","0590","Fillmore",190.8
"G3100610","1930","Nebraska","310","Franklin","0610","Franklin",247.6
"G3100630","1930","Nebraska","310","Frontier","0630","Frontier",446.6
"G3100650","1930","Nebraska","310","Furnas","0650","Furnas",286.7
"G3100670","1930","Nebraska","310","Gage","0670","Gage",184.4
"G3100690","1930","Nebraska","310","Garden","0690","Garden",1336.9
"G3100710","1930","Nebraska","310","Garfield","0710","Garfield",677.7
"G3100730","1930","Nebraska","310","Gosper","0730","Gosper",329.1
"G3100750","1930","Nebraska","310","Grant","0750","Grant",5738.1
"G3100770","1930","Nebraska","310","Greeley","0770","Greeley",300.0
"G3100790","1930","Nebraska","310","Hall","0790","Hall",199.4
"G3100810","1930","Nebraska","310","Hamilton","0810","Hamilton",191.4
"G3100830","1930","Nebraska","310","Harlan","0830","Harlan",275.6
"G3100850","1930","Nebraska","310","Hayes","0850","Hayes",677.0
"G3100870","1930","Nebraska","310","Hitchcock","0870","Hitchcock",465.4
"G3100890","1930","Nebraska","310","Holt","0890","Holt",560.0
"G3100910","1930","Nebraska","310","Hooker","0910","Hooker",1959.0
"G3100930","1930","Nebraska","310","Howard","0930","Howard",218.6
"G3100950","1930","Nebraska","310","Jefferson","0950","Jefferson",205.0
"G3100970","1930","Nebraska","310","Johnson","0970","Johnson",178.6
"G3100990","1930","Nebraska","310","Kearney","0990","Kearney",246.1
"G3101010","1930","Nebraska","310","Keith","1010","Keith",814.2
"G3101030","1930","Nebraska","310","Keya Paha","1030","Keya Paha",796.5
"G3101050","1930","Nebraska","310","Kimball","1050","Kimball",797.3
"G3101070","1930","Nebraska","310","Knox","1070","Knox",258.0
"G3101090","1930","Nebraska","310","Lancaster","1090","Lancaster",158.3
"G3101110","1930","Nebraska","310","Lincoln","1110","Lincoln",635.6
"G3101130","1930","Nebraska","310","Logan","1130","Logan",1104.3
"G3101150","1930","Nebraska","310","Loup","1150","Loup",781.0
"G3101170","1930","Nebraska","310","McPherson","1170","Mcpherson",1620.1
"G3101190","1930","Nebraska","310","Madison","1190","Madison",180.7
"G3101210","1930","Nebraska","310","Merrick","1210","Merrick",207.8
"G3101230","1930","Nebraska","310","Morrill","1230","Morrill",700.1
"G3101250","1930","Nebraska","310","Nance","1250","Nance",226.9
"G3101270","1930","Nebraska","310","Nemaha","1270","Nemaha",161.9
"G3101290","1930","Nebraska","310","Nuckolls","1290","Nuckolls",218.7
"G3101310","1930","Nebraska","310","Otoe","1310","Otoe",165.5
"G3101330","1930","Nebraska","310","Pawnee","1330","Pawnee",182.6
"G3101350","1930","Nebraska","310","Perkins","1350","Perkins",526.9
"G3101370","1930","Nebraska","310","Phelps","1370","Phelps",272.8
"G3101390","1930","Nebraska","310","Pierce","1390","Pierce",213.9
"G3101410","1930","Nebraska","310","Platte","1410","Platte",190.9
"G3101430","1930","Nebraska","310","Polk","1430","Polk",179.6
"G3101450","1930","Nebraska","310","Red Willow","1450","Red Willow",361.5
"G3101470","1930","Nebraska","310","Richardson","1470","Richardson",166.1
"G3101490","1930","Nebraska","310","Rock","1490","Rock",1004.6
"G3101510","1930","Nebraska","310","Saline","1510","Saline",174.8
"G3101530","1930","Nebraska","310","Sarpy","1530","Sarpy",130.6
"G3101550","1930","Nebraska","310","Saunders","1550","Saunders",171.3
"G3101570","1930","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",211.2
"G3101590","1930","Nebraska","310","Seward","1590","Seward",167.4
"G3101610","1930","Nebraska","310","Sheridan","1610","Sheridan",1155.2
"G3101630","1930","Nebraska","310","Sherman","1630","Sherman",243.5
"G3101650","1930","Nebraska","310","Sioux","1650","Sioux",1305.6
"G3101670","1930","Nebraska","310","Stanton","1670","Stanton",215.5
"G3101690","1930","Nebraska","310","Thayer","1690","Thayer",206.2
"G3101710","1930","Nebraska","310","Thomas","1710","Thomas",1496.6
"G3101730","1930","Nebraska","310","Thurston","1730","Thurston",178.7
"G3101750","1930","Nebraska","310","Valley","1750","Valley",267.9
"G3101770","1930","Nebraska","310","Washington","1770","Washington",146.7
"G3101790","1930","Nebraska","310","Wayne","1790","Wayne",191.7
"G3101810","1930","Nebraska","310","Webster","1810","Webster",231.1
"G3101830","1930","Nebraska","310","Wheeler","1830","Wheeler",718.5
"G3101850","1930","Nebraska","310","York","1850","York",180.6
"G3200010","1930","Nevada","320","Churchill","0010","Churchill",144.3
"G3200030","1930","Nevada","320","Clark","0030","Clark",138.2
"G3200050","1930","Nevada","320","Douglas","0050","Douglas",1084.0
"G3200070","1930","Nevada","320","Elko","0070","Elko",3870.1
"G3200090","1930","Nevada","320","Esmeralda","0090","Esmeralda",561.4
"G3200110","1930","Nevada","320","Eureka","0110","Eureka",3426.8
"G3200130","1930","Nevada","320","Humboldt","0130","Humboldt",2009.4
"G3200150","1930","Nevada","320","Lander","0150","Lander",2696.7
"G3200170","1930","Nevada","320","Lincoln","0170","Lincoln",201.8
"G3200190","1930","Nevada","320","Lyon","0190","Lyon",553.8
"G3200210","1930","Nevada","320","Mineral","0210","Mineral",290.5
"G3200230","1930","Nevada","320","Nye","0230","Nye",584.9
"G3200250","1930","Nevada","320","Ormsby","0250","Ormsby",432.1
"G3200270","1930","Nevada","320","Pershing","0270","Pershing",935.0
"G3200290","1930","Nevada","320","Storey","0290","Storey",167.1
"G3200310","1930","Nevada","320","Washoe","0310","Washoe",917.5
"G3200330","1930","Nevada","320","White Pine","0330","White Pine",692.1
"G3300010","1930","New Hampshire","330","Belknap","0010","Belknap",137.4
"G3300030","1930","New Hampshire","330","Carroll","0030","Carroll",147.4
"G3300050","1930","New Hampshire","330","Cheshire","0050","Cheshire",145.7
"G3300070","1930","New Hampshire","330","Coos","0070","Coos",177.4
"G3300090","1930","New Hampshire","330","Grafton","0090","Grafton",167.3
"G3300110","1930","New Hampshire","330","Hillsborough","0110","Hillsborough",117.4
"G3300130","1930","New Hampshire","330","Merrimack","0130","Merrimack",135.5
"G3300150","1930","New Hampshire","330","Rockingham","0150","Rockingham",82.4
"G3300170","1930","New Hampshire","330","Strafford","0170","Strafford",105.8
"G3300190","1930","New Hampshire","330","Sullivan","0190","Sullivan",131.6
"G3400010","1930","New Jersey","340","Atlantic","0010","Atlantic",28.5
"G3400030","1930","New Jersey","340","Bergen","0030","Bergen",23.3
"G3400050","1930","New Jersey","340","Burlington","0050","Burlington",93.8
"G3400070","1930","New Jersey","340","Camden","0070","Camden",38.0
"G3400090","1930","New Jersey","340","Cape May","0090","Cape May",78.1
"G3400110","1930","New Jersey","340","Cumberland","0110","Cumberland",49.4
"G3400130","1930","New Jersey","340","Essex","0130","Essex",31.3
"G3400150","1930","New Jersey","340","Gloucester","0150","Gloucester",51.7
"G3400170","1930","New Jersey","340","Hudson","0170","Hudson",6.0
"G3400190","1930","New Jersey","340","Hunterdon","0190","Hunterdon",81.4
"G3400210","1930","New Jersey","340","Mercer","0210","Mercer",82.3
"G3400230","1930","New Jersey","340","Middlesex","0230","Middlesex",65.1
"G3400250","1930","New Jersey","340","Monmouth","0250","Monmouth",69.3
"G3400270","1930","New Jersey","340","Morris","0270","Morris",87.4
"G3400290","1930","New Jersey","340","Ocean","0290","Ocean",48.1
"G3400310","1930","New Jersey","340","Passaic","0310","Passaic",29.5
"G3400330","1930","New Jersey","340","Salem","0330","Salem",89.8
"G3400350","1930","New Jersey","340","Somerset","0350","Somerset",78.8
"G3400370","1930","New Jersey","340","Sussex","0370","Sussex",142.9
"G3400390","1930","New Jersey","340","Union","0390","Union",22.9
"G3400410","1930","New Jersey","340","Warren","0410","Warren",100.5
"G3500010","1930","New Mexico","350","Bernalillo","0010","Bernalillo",68.0
"G3500030","1930","New Mexico","350","Catron","0030","Catron",1481.3
"G3500050","1930","New Mexico","350","Chaves","0050","Chaves",2620.7
"G3500070","1930","New Mexico","350","Colfax","0070","Colfax",2414.6
"G3500090","1930","New Mexico","350","Curry","0090","Curry",531.5
"G3500110","1930","New Mexico","350","De Baca","0110","De Baca",4329.8
"G3500130","1930","New Mexico","350","Dona Ana","0130","Dona Ana",200.4
"G3500150","1930","New Mexico","350","Eddy","0150","Eddy",1453.9
"G3500170","1930","New Mexico","350","Grant","0170","Grant",2304.0
"G3500190","1930","New Mexico","350","Guadalupe","0190","Guadalupe",1075.7
"G3500210","1930","New Mexico","350","Harding","0210","Harding",1530.2
"G3500230","1930","New Mexico","350","Hidalgo","0230","Hidalgo",2250.6
"G3500250","1930","New Mexico","350","Lea","0250","Lea",3297.7
"G3500270","1930","New Mexico","350","Lincoln","0270","Lincoln",2313.5
"G3500290","1930","New Mexico","350","Luna","0290","Luna",2518.1
"G3500310","1930","New Mexico","350","McKinley","0310","Mckinley",860.9
"G3500330","1930","New Mexico","350","Mora","0330","Mora",696.1
"G3500350","1930","New Mexico","350","Otero","0350","Otero",397.2
"G3500370","1930","New Mexico","350","Quay","0370","Quay",1400.8
"G3500390","1930","New Mexico","350","Rio Arriba","0390","Rio Arriba",289.8
"G3500410","1930","New Mexico","350","Roosevelt","0410","Roosevelt",812.1
"G3500430","1930","New Mexico","350","Sandoval","0430","Sandoval",181.9
"G3500450","1930","New Mexico","350","San Juan","0450","San Juan",92.4
"G3500470","1930","New Mexico","350","San Miguel","0470","San Miguel",1143.0
"G3500490","1930","New Mexico","350","Santa Fe","0490","Santa Fe",643.2
"G3500510","1930","New Mexico","350","Sierra","0510","Sierra",1974.2
"G3500530","1930","New Mexico","350","Socorro","0530","Socorro",1081.0
"G3500550","1930","New Mexico","350","Taos","0550","Taos",103.5
"G3500570","1930","New Mexico","350","Torrance","0570","Torrance",1144.1
"G3500590","1930","New Mexico","350","Union","0590","Union",1338.3
"G3500610","1930","New Mexico","350","Valencia","0610","Valencia",491.2
"G3600010","1930","New York","360","Albany","0010","Albany",105.1
"G3600030","1930","New York","360","Allegany","0030","Allegany",142.4
"G3600050","1930","New York","360","Bronx","0050","Bronx",11.5
"G3600070","1930","New York","360","Broome","0070","Broome",108.3
"G3600090","1930","New York","360","Cattaraugus","0090","Cattaraugus",136.2
"G3600110","1930","New York","360","Cayuga","0110","Cayuga",96.5
"G3600130","1930","New York","360","Chautauqua","0130","Chautauqua",84.0
"G3600150","1930","New York","360","Chemung","0150","Chemung",115.1
"G3600170","1930","New York","360","Chenango","0170","Chenango",139.7
"G3600190","1930","New York","360","Clinton","0190","Clinton",150.4
"G3600210","1930","New York","360","Columbia","0210","Columbia",128.9
"G3600230","1930","New York","360","Cortland","0230","Cortland",132.3
"G3600250","1930","New York","360","Delaware","0250","Delaware",171.5
"G3600270","1930","New York","360","Dutchess","0270","Dutchess",154.3
"G3600290","1930","New York","360","Erie","0290","Erie",73.0
"G3600310","1930","New York","360","Essex","0310","Essex",150.3
"G3600330","1930","New York","360","Franklin","0330","Franklin",121.9
"G3600350","1930","New York","360","Fulton","0350","Fulton",104.3
"G3600370","1930","New York","360","Genesee","0370","Genesee",101.4
"G3600390","1930","New York","360","Greene","0390","Greene",127.2
"G3600410","1930","New York","360","Hamilton","0410","Hamilton",202.2
"G3600430","1930","New York","360","Herkimer","0430","Herkimer",125.3
"G3600450","1930","New York","360","Jefferson","0450","Jefferson",143.3
"G3600470","1930","New York","360","Kings","0470","Kings",7.9
"G3600490","1930","New York","360","Lewis","0490","Lewis",156.9
"G3600510","1930","New York","360","Livingston","0510","Livingston",143.3
"G3600530","1930","New York","360","Madison","0530","Madison",106.2
"G3600550","1930","New York","360","Monroe","0550","Monroe",75.1
"G3600570","1930","New York","360","Montgomery","0570","Montgomery",121.1
"G3600590","1930","New York","360","Nassau","0590","Nassau",40.5
"G3600610","1930","New York","360","New York","0610","New York",0
"G3600630","1930","New York","360","Niagara","0630","Niagara",70.3
"G3600650","1930","New York","360","Oneida","0650","Oneida",109.7
"G3600670","1930","New York","360","Onondaga","0670","Onondaga",82.5
"G3600690","1930","New York","360","Ontario","0690","Ontario",103.5
"G3600710","1930","New York","360","Orange","0710","Orange",96.7
"G3600730","1930","New York","360","Orleans","0730","Orleans",89.3
"G3600750","1930","New York","360","Oswego","0750","Oswego",82.3
"G3600770","1930","New York","360","Otsego","0770","Otsego",129.0
"G3600790","1930","New York","360","Putnam","0790","Putnam",181.1
"G3600810","1930","New York","360","Queens","0810","Queens",15.4
"G3600830","1930","New York","360","Rensselaer","0830","Rensselaer",106.0
"G3600850","1930","New York","360","Richmond","0850","Richmond",17.9
"G3600870","1930","New York","360","Rockland","0870","Rockland",52.4
"G3600890","1930","New York","360","St Lawrence","0890","St Lawrence",143.5
"G3600910","1930","New York","360","Saratoga","0910","Saratoga",107.3
"G3600930","1930","New York","360","Schenectady","0930","Schenectady",97.6
"G3600950","1930","New York","360","Schoharie","0950","Schoharie",134.1
"G3600970","1930","New York","360","Schuyler","0970","Schuyler",114.6
"G3600990","1930","New York","360","Seneca","0990","Seneca",103.7
"G3601010","1930","New York","360","Steuben","1010","Steuben",137.4
"G3601030","1930","New York","360","Suffolk","1030","Suffolk",56.2
"G3601050","1930","New York","360","Sullivan","1050","Sullivan",96.2
"G3601070","1930","New York","360","Tioga","1070","Tioga",115.4
"G3601090","1930","New York","360","Tompkins","1090","Tompkins",102.0
"G3601110","1930","New York","360","Ulster","1110","Ulster",85.3
"G3601130","1930","New York","360","Warren","1130","Warren",146.7
"G3601150","1930","New York","360","Washington","1150","Washington",144.5
"G3601170","1930","New York","360","Wayne","1170","Wayne",72.4
"G3601190","1930","New York","360","Westchester","1190","Westchester",95.9
"G3601210","1930","New York","360","Wyoming","1210","Wyoming",117.3
"G3601230","1930","New York","360","Yates","1230","Yates",107.0
"G3700010","1930","North Carolina","370","Alamance","0010","Alamance",84.1
"G3700030","1930","North Carolina","370","Alexander","0030","Alexander",79.3
"G3700050","1930","North Carolina","370","Alleghany","0050","Alleghany",93.2
"G3700070","1930","North Carolina","370","Anson","0070","Anson",77.9
"G3700090","1930","North Carolina","370","Ashe","0090","Ashe",66.8
"G3700110","1930","North Carolina","370","Avery","0110","Avery",62.1
"G3700130","1930","North Carolina","370","Beaufort","0130","Beaufort",55.2
"G3700150","1930","North Carolina","370","Bertie","0150","Bertie",70.1
"G3700170","1930","North Carolina","370","Bladen","0170","Bladen",77.6
"G3700190","1930","North Carolina","370","Brunswick","0190","Brunswick",86.9
"G3700210","1930","North Carolina","370","Buncombe","0210","Buncombe",59.2
"G3700230","1930","North Carolina","370","Burke","0230","Burke",73.3
"G3700250","1930","North Carolina","370","Cabarrus","0250","Cabarrus",79.9
"G3700270","1930","North Carolina","370","Caldwell","0270","Caldwell",79.2
"G3700290","1930","North Carolina","370","Camden","0290","Camden",74.5
"G3700310","1930","North Carolina","370","Carteret","0310","Carteret",63.8
"G3700330","1930","North Carolina","370","Caswell","0330","Caswell",77.6
"G3700350","1930","North Carolina","370","Catawba","0350","Catawba",66.0
"G3700370","1930","North Carolina","370","Chatham","0370","Chatham",97.3
"G3700390","1930","North Carolina","370","Cherokee","0390","Cherokee",78.9
"G3700410","1930","North Carolina","370","Chowan","0410","Chowan",64.1
"G3700430","1930","North Carolina","370","Clay","0430","Clay",67.4
"G3700450","1930","North Carolina","370","Cleveland","0450","Cleveland",46.9
"G3700470","1930","North Carolina","370","Columbus","0470","Columbus",58.4
"G3700490","1930","North Carolina","370","Craven","0490","Craven",60.7
"G3700510","1930","North Carolina","370","Cumberland","0510","Cumberland",61.6
"G3700530","1930","North Carolina","370","Currituck","0530","Currituck",92.1
"G3700550","1930","North Carolina","370","Dare","0550","Dare",55.9
"G3700570","1930","North Carolina","370","Davidson","0570","Davidson",76.6
"G3700590","1930","North Carolina","370","Davie","0590","Davie",79.3
"G3700610","1930","North Carolina","370","Duplin","0610","Duplin",56.7
"G3700630","1930","North Carolina","370","Durham","0630","Durham",70.6
"G3700650","1930","North Carolina","370","Edgecombe","0650","Edgecombe",59.4
"G3700670","1930","North Carolina","370","Forsyth","0670","Forsyth",61.1
"G3700690","1930","North Carolina","370","Franklin","0690","Franklin",54.8
"G3700710","1930","North Carolina","370","Gaston","0710","Gaston",63.0
"G3700730","1930","North Carolina","370","Gates","0730","Gates",78.0
"G3700750","1930","North Carolina","370","Graham","0750","Graham",69.8
"G3700770","1930","North Carolina","370","Granville","0770","Granville",75.0
"G3700790","1930","North Carolina","370","Greene","0790","Greene",40.0
"G3700810","1930","North Carolina","370","Guilford","0810","Guilford",77.8
"G3700830","1930","North Carolina","370","Halifax","0830","Halifax",68.1
"G3700850","1930","North Carolina","370","Harnett","0850","Harnett",51.9
"G3700870","1930","North Carolina","370","Haywood","0870","Haywood",75.4
"G3700890","1930","North Carolina","370","Henderson","0890","Henderson",60.6
"G3700910","1930","North Carolina","370","Hertford","0910","Hertford",70.1
"G3700930","1930","North Carolina","370","Hoke","0930","Hoke",59.5
"G3700950","1930","North Carolina","370","Hyde","0950","Hyde",62.5
"G3700970","1930","North Carolina","370","Iredell","0970","Iredell",76.2
"G3700990","1930","North Carolina","370","Jackson","0990","Jackson",62.4
"G3701010","1930","North Carolina","370","Johnston","1010","Johnston",49.6
"G3701030","1930","North Carolina","370","Jones","1030","Jones",73.7
"G3701050","1930","North Carolina","370","Lee","1050","Lee",66.1
"G3701070","1930","North Carolina","370","Lenoir","1070","Lenoir",48.2
"G3701090","1930","North Carolina","370","Lincoln","1090","Lincoln",58.6
"G3701110","1930","North Carolina","370","McDowell","1110","Mcdowell",88.1
"G3701130","1930","North Carolina","370","Macon","1130","Macon",70.6
"G3701150","1930","North Carolina","370","Madison","1150","Madison",62.3
"G3701170","1930","North Carolina","370","Martin","1170","Martin",64.2
"G3701190","1930","North Carolina","370","Mecklenburg","1190","Mecklenburg",65.2
"G3701210","1930","North Carolina","370","Mitchell","1210","Mitchell",48.4
"G3701230","1930","North Carolina","370","Montgomery","1230","Montgomery",99.0
"G3701250","1930","North Carolina","370","Moore","1250","Moore",105.1
"G3701270","1930","North Carolina","370","Nash","1270","Nash",40.9
"G3701290","1930","North Carolina","370","New Hanover","1290","New Hanover",54.1
"G3701310","1930","North Carolina","370","Northampton","1310","Northampton",52.0
"G3701330","1930","North Carolina","370","Onslow","1330","Onslow",74.4
"G3701350","1930","North Carolina","370","Orange","1350","Orange",101.5
"G3701370","1930","North Carolina","370","Pamlico","1370","Pamlico",85.3
"G3701390","1930","North Carolina","370","Pasquotank","1390","Pasquotank",70.9
"G3701410","1930","North Carolina","370","Pender","1410","Pender",69.9
"G3701430","1930","North Carolina","370","Perquimans","1430","Perquimans",74.5
"G3701450","1930","North Carolina","370","Person","1450","Person",65.1
"G3701470","1930","North Carolina","370","Pitt","1470","Pitt",41.7
"G3701490","1930","North Carolina","370","Polk","1490","Polk",72.5
"G3701510","1930","North Carolina","370","Randolph","1510","Randolph",95.1
"G3701530","1930","North Carolina","370","Richmond","1530","Richmond",90.7
"G3701550","1930","North Carolina","370","Robeson","1550","Robeson",44.5
"G3701570","1930","North Carolina","370","Rockingham","1570","Rockingham",72.4
"G3701590","1930","North Carolina","370","Rowan","1590","Rowan",77.2
"G3701610","1930","North Carolina","370","Rutherford","1610","Rutherford",62.5
"G3701630","1930","North Carolina","370","Sampson","1630","Sampson",61.5
"G3701650","1930","North Carolina","370","Scotland","1650","Scotland",55.9
"G3701670","1930","North Carolina","370","Stanly","1670","Stanly",78.7
"G3701690","1930","North Carolina","370","Stokes","1690","Stokes",62.9
"G3701710","1930","North Carolina","370","Surry","1710","Surry",61.0
"G3701730","1930","North Carolina","370","Swain","1730","Swain",79.6
"G3701750","1930","North Carolina","370","Transylvania","1750","Transylvania",86.1
"G3701770","1930","North Carolina","370","Tyrrell","1770","Tyrrell",70.1
"G3701790","1930","North Carolina","370","Union","1790","Union",58.4
"G3701810","1930","North Carolina","370","Vance","1810","Vance",57.8
"G3701830","1930","North Carolina","370","Wake","1830","Wake",59.3
"G3701850","1930","North Carolina","370","Warren","1850","Warren",61.2
"G3701870","1930","North Carolina","370","Washington","1870","Washington",61.9
"G3701890","1930","North Carolina","370","Watauga","1890","Watauga",68.7
"G3701910","1930","North Carolina","370","Wayne","1910","Wayne",52.3
"G3701930","1930","North Carolina","370","Wilkes","1930","Wilkes",71.4
"G3701950","1930","North Carolina","370","Wilson","1950","Wilson",38.3
"G3701970","1930","North Carolina","370","Yadkin","1970","Yadkin",64.5
"G3701990","1930","North Carolina","370","Yancey","1990","Yancey",61.9
"G3800010","1930","North Dakota","380","Adams","0010","Adams",613.2
"G3800030","1930","North Dakota","380","Barnes","0030","Barnes",430.7
"G3800050","1930","North Dakota","380","Benson","0050","Benson",454.2
"G3800070","1930","North Dakota","380","Billings","0070","Billings",872.0
"G3800090","1930","North Dakota","380","Bottineau","0090","Bottineau",461.9
"G3800110","1930","North Dakota","380","Bowman","0110","Bowman",684.7
"G3800130","1930","North Dakota","380","Burke","0130","Burke",461.8
"G3800150","1930","North Dakota","380","Burleigh","0150","Burleigh",640.5
"G3800170","1930","North Dakota","380","Cass","0170","Cass",409.5
"G3800190","1930","North Dakota","380","Cavalier","0190","Cavalier",445.9
"G3800210","1930","North Dakota","380","Dickey","0210","Dickey",474.3
"G3800230","1930","North Dakota","380","Divide","0230","Divide",491.9
"G3800250","1930","North Dakota","380","Dunn","0250","Dunn",665.2
"G3800270","1930","North Dakota","380","Eddy","0270","Eddy",518.1
"G3800290","1930","North Dakota","380","Emmons","0290","Emmons",581.4
"G3800310","1930","North Dakota","380","Foster","0310","Foster",514.1
"G3800330","1930","North Dakota","380","Golden Valley","0330","Golden Valley",773.7
"G3800350","1930","North Dakota","380","Grand Forks","0350","Grand Forks",394.6
"G3800370","1930","North Dakota","380","Grant","0370","Grant",624.4
"G3800390","1930","North Dakota","380","Griggs","0390","Griggs",463.6
"G3800410","1930","North Dakota","380","Hettinger","0410","Hettinger",631.5
"G3800430","1930","North Dakota","380","Kidder","0430","Kidder",638.5
"G3800450","1930","North Dakota","380","La Moure","0450","La Moure",442.9
"G3800470","1930","North Dakota","380","Logan","0470","Logan",564.7
"G3800490","1930","North Dakota","380","McHenry","0490","Mchenry",480.5
"G3800510","1930","North Dakota","380","McIntosh","0510","Mcintosh",527.5
"G3800530","1930","North Dakota","380","McKenzie","0530","Mckenzie",696.8
"G3800550","1930","North Dakota","380","McLean","0550","Mclean",512.7
"G3800570","1930","North Dakota","380","Mercer","0570","Mercer",590.4
"G3800590","1930","North Dakota","380","Morton","0590","Morton",607.5
"G3800610","1930","North Dakota","380","Mountrail","0610","Mountrail",469.3
"G3800630","1930","North Dakota","380","Nelson","0630","Nelson",452.9
"G3800650","1930","North Dakota","380","Oliver","0650","Oliver",579.7
"G3800670","1930","North Dakota","380","Pembina","0670","Pembina",357.3
"G3800690","1930","North Dakota","380","Pierce","0690","Pierce",505.5
"G3800710","1930","North Dakota","380","Ramsey","0710","Ramsey",504.9
"G3800730","1930","North Dakota","380","Ransom","0730","Ransom",357.9
"G3800750","1930","North Dakota","380","Renville","0750","Renville",476.5
"G3800770","1930","North Dakota","380","Richland","0770","Richland",342.0
"G3800790","1930","North Dakota","380","Rolette","0790","Rolette",386.3
"G3800810","1930","North Dakota","380","Sargent","0810","Sargent",365.2
"G3800830","1930","North Dakota","380","Sheridan","0830","Sheridan",509.1
"G3800850","1930","North Dakota","380","Sioux","0850","Sioux",596.1
"G3800870","1930","North Dakota","380","Slope","0870","Slope",863.1
"G3800890","1930","North Dakota","380","Stark","0890","Stark",578.6
"G3800910","1930","North Dakota","380","Steele","0910","Steele",441.4
"G3800930","1930","North Dakota","380","Stutsman","0930","Stutsman",515.8
"G3800950","1930","North Dakota","380","Towner","0950","Towner",576.9
"G3800970","1930","North Dakota","380","Traill","0970","Traill",364.1
"G3800990","1930","North Dakota","380","Walsh","0990","Walsh",318.0
"G3801010","1930","North Dakota","380","Ward","1010","Ward",434.5
"G3801030","1930","North Dakota","380","Wells","1030","Wells",477.1
