GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BY0001
"G0100010","1940","Alabama","010","Autauga","0010","Autauga",104.9
"G0100030","1940","Alabama","010","Baldwin","0030","Baldwin",78.9
"G0100050","1940","Alabama","010","Barbour","0050","Barbour",112.0
"G0100070","1940","Alabama","010","Bibb","0070","Bibb",86.6
"G0100090","1940","Alabama","010","Blount","0090","Blount",68.8
"G0100110","1940","Alabama","010","Bullock","0110","Bullock",105.5
"G0100130","1940","Alabama","010","Butler","0130","Butler",91.4
"G0100150","1940","Alabama","010","Calhoun","0150","Calhoun",85.3
"G0100170","1940","Alabama","010","Chambers","0170","Chambers",98.8
"G0100190","1940","Alabama","010","Cherokee","0190","Cherokee",89.5
"G0100210","1940","Alabama","010","Chilton","0210","Chilton",72.4
"G0100230","1940","Alabama","010","Choctaw","0230","Choctaw",79.7
"G0100250","1940","Alabama","010","Clarke","0250","Clarke",77.5
"G0100270","1940","Alabama","010","Clay","0270","Clay",87.6
"G0100290","1940","Alabama","010","Cleburne","0290","Cleburne",91.3
"G0100310","1940","Alabama","010","Coffee","0310","Coffee",94.8
"G0100330","1940","Alabama","010","Colbert","0330","Colbert",100.8
"G0100350","1940","Alabama","010","Conecuh","0350","Conecuh",73.8
"G0100370","1940","Alabama","010","Coosa","0370","Coosa",130.7
"G0100390","1940","Alabama","010","Covington","0390","Covington",85.6
"G0100410","1940","Alabama","010","Crenshaw","0410","Crenshaw",98.2
"G0100430","1940","Alabama","010","Cullman","0430","Cullman",57.2
"G0100450","1940","Alabama","010","Dale","0450","Dale",116.9
"G0100470","1940","Alabama","010","Dallas","0470","Dallas",76.2
"G0100490","1940","Alabama","010","DeKalb","0490","Dekalb",59.7
"G0100510","1940","Alabama","010","Elmore","0510","Elmore",82.9
"G0100530","1940","Alabama","010","Escambia","0530","Escambia",73.0
"G0100550","1940","Alabama","010","Etowah","0550","Etowah",71.5
"G0100570","1940","Alabama","010","Fayette","0570","Fayette",96.2
"G0100590","1940","Alabama","010","Franklin","0590","Franklin",88.9
"G0100610","1940","Alabama","010","Geneva","0610","Geneva",77.6
"G0100630","1940","Alabama","010","Greene","0630","Greene",70.2
"G0100650","1940","Alabama","010","Hale","0650","Hale",70.9
"G0100670","1940","Alabama","010","Henry","0670","Henry",111.6
"G0100690","1940","Alabama","010","Houston","0690","Houston",72.3
"G0100710","1940","Alabama","010","Jackson","0710","Jackson",79.3
"G0100730","1940","Alabama","010","Jefferson","0730","Jefferson",39.0
"G0100750","1940","Alabama","010","Lamar","0750","Lamar",92.0
"G0100770","1940","Alabama","010","Lauderdale","0770","Lauderdale",81.4
"G0100790","1940","Alabama","010","Lawrence","0790","Lawrence",80.6
"G0100810","1940","Alabama","010","Lee","0810","Lee",115.7
"G0100830","1940","Alabama","010","Limestone","0830","Limestone",68.8
"G0100850","1940","Alabama","010","Lowndes","0850","Lowndes",79.1
"G0100870","1940","Alabama","010","Macon","0870","Macon",77.2
"G0100890","1940","Alabama","010","Madison","0890","Madison",81.8
"G0100910","1940","Alabama","010","Marengo","0910","Marengo",75.8
"G0100930","1940","Alabama","010","Marion","0930","Marion",83.8
"G0100950","1940","Alabama","010","Marshall","0950","Marshall",51.5
"G0100970","1940","Alabama","010","Mobile","0970","Mobile",65.6
"G0100990","1940","Alabama","010","Monroe","0990","Monroe",76.5
"G0101010","1940","Alabama","010","Montgomery","1010","Montgomery",114.2
"G0101030","1940","Alabama","010","Morgan","1030","Morgan",76.5
"G0101050","1940","Alabama","010","Perry","1050","Perry",81.1
"G0101070","1940","Alabama","010","Pickens","1070","Pickens",93.8
"G0101090","1940","Alabama","010","Pike","1090","Pike",106.0
"G0101110","1940","Alabama","010","Randolph","1110","Randolph",84.9
"G0101130","1940","Alabama","010","Russell","1130","Russell",105.1
"G0101150","1940","Alabama","010","St Clair","1150","St Clair",89.9
"G0101170","1940","Alabama","010","Shelby","1170","Shelby",85.9
"G0101190","1940","Alabama","010","Sumter","1190","Sumter",92.6
"G0101210","1940","Alabama","010","Talladega","1210","Talladega",90.9
"G0101230","1940","Alabama","010","Tallapoosa","1230","Tallapoosa",108.0
"G0101250","1940","Alabama","010","Tuscaloosa","1250","Tuscaloosa",87.8
"G0101270","1940","Alabama","010","Walker","1270","Walker",56.8
"G0101290","1940","Alabama","010","Washington","1290","Washington",103.5
"G0101310","1940","Alabama","010","Wilcox","1310","Wilcox",83.5
"G0101330","1940","Alabama","010","Winston","1330","Winston",83.7
"G0250015","1940","Alaska Territory","025","First Judicicial Dist","0015","First Judicicial Dist",209.5
"G0250035","1940","Alaska Territory","025","Fourth Judicicial Dist","0035","Fourth Judicicial Dist",221.2
"G0250075","1940","Alaska Territory","025","Second Judicicial Dist","0075","Second Judicicial Dist",299.4
"G0250115","1940","Alaska Territory","025","Third Judicicial Dist","0115","Third Judicicial Dist",4909.1
"G0400010","1940","Arizona","040","Apache","0010","Apache",1563.8
"G0400030","1940","Arizona","040","Cochise","0030","Cochise",2720.1
"G0400050","1940","Arizona","040","Coconino","0050","Coconino",3146.2
"G0400070","1940","Arizona","040","Gila","0070","Gila",227.9
"G0400090","1940","Arizona","040","Graham","0090","Graham",730.5
"G0400110","1940","Arizona","040","Greenlee","0110","Greenlee",1320.4
"G0400130","1940","Arizona","040","Maricopa","0130","Maricopa",242.3
"G0400150","1940","Arizona","040","Mohave","0150","Mohave",6811.1
"G0400170","1940","Arizona","040","Navajo","0170","Navajo",1488.8
"G0400190","1940","Arizona","040","Pima","0190","Pima",1245.0
"G0400210","1940","Arizona","040","Pinal","0210","Pinal",1178.7
"G0400230","1940","Arizona","040","Santa Cruz","0230","Santa Cruz",2132.6
"G0400250","1940","Arizona","040","Yavapai","0250","Yavapai",2331.6
"G0400270","1940","Arizona","040","Yuma","0270","Yuma",154.9
"G0500010","1940","Arkansas","050","Arkansas","0010","Arkansas",169.1
"G0500030","1940","Arkansas","050","Ashley","0030","Ashley",58.1
"G0500050","1940","Arkansas","050","Baxter","0050","Baxter",124.4
"G0500070","1940","Arkansas","050","Benton","0070","Benton",82.2
"G0500090","1940","Arkansas","050","Boone","0090","Boone",124.5
"G0500110","1940","Arkansas","050","Bradley","0110","Bradley",84.7
"G0500130","1940","Arkansas","050","Calhoun","0130","Calhoun",90.6
"G0500150","1940","Arkansas","050","Carroll","0150","Carroll",125.3
"G0500170","1940","Arkansas","050","Chicot","0170","Chicot",57.3
"G0500190","1940","Arkansas","050","Clark","0190","Clark",89.8
"G0500210","1940","Arkansas","050","Clay","0210","Clay",87.6
"G0500230","1940","Arkansas","050","Cleburne","0230","Cleburne",99.0
"G0500250","1940","Arkansas","050","Cleveland","0250","Cleveland",98.6
"G0500270","1940","Arkansas","050","Columbia","0270","Columbia",86.1
"G0500290","1940","Arkansas","050","Conway","0290","Conway",103.3
"G0500310","1940","Arkansas","050","Craighead","0310","Craighead",74.3
"G0500330","1940","Arkansas","050","Crawford","0330","Crawford",85.5
"G0500350","1940","Arkansas","050","Crittenden","0350","Crittenden",47.2
"G0500370","1940","Arkansas","050","Cross","0370","Cross",62.2
"G0500390","1940","Arkansas","050","Dallas","0390","Dallas",84.0
"G0500410","1940","Arkansas","050","Desha","0410","Desha",49.7
"G0500430","1940","Arkansas","050","Drew","0430","Drew",70.6
"G0500450","1940","Arkansas","050","Faulkner","0450","Faulkner",98.3
"G0500470","1940","Arkansas","050","Franklin","0470","Franklin",107.3
"G0500490","1940","Arkansas","050","Fulton","0490","Fulton",137.3
"G0500510","1940","Arkansas","050","Garland","0510","Garland",76.5
"G0500530","1940","Arkansas","050","Grant","0530","Grant",76.3
"G0500550","1940","Arkansas","050","Greene","0550","Greene",75.6
"G0500570","1940","Arkansas","050","Hempstead","0570","Hempstead",84.4
"G0500590","1940","Arkansas","050","Hot Spring","0590","Hot Spring",76.8
"G0500610","1940","Arkansas","050","Howard","0610","Howard",75.3
"G0500630","1940","Arkansas","050","Independence","0630","Independence",88.6
"G0500650","1940","Arkansas","050","Izard","0650","Izard",104.7
"G0500670","1940","Arkansas","050","Jackson","0670","Jackson",98.4
"G0500690","1940","Arkansas","050","Jefferson","0690","Jefferson",49.1
"G0500710","1940","Arkansas","050","Johnson","0710","Johnson",82.6
"G0500730","1940","Arkansas","050","Lafayette","0730","Lafayette",68.6
"G0500750","1940","Arkansas","050","Lawrence","0750","Lawrence",98.9
"G0500770","1940","Arkansas","050","Lee","0770","Lee",57.9
"G0500790","1940","Arkansas","050","Lincoln","0790","Lincoln",58.5
"G0500810","1940","Arkansas","050","Little River","0810","Little River",87.3
"G0500830","1940","Arkansas","050","Logan","0830","Logan",107.2
"G0500850","1940","Arkansas","050","Lonoke","0850","Lonoke",86.2
"G0500870","1940","Arkansas","050","Madison","0870","Madison",114.5
"G0500890","1940","Arkansas","050","Marion","0890","Marion",119.0
"G0500910","1940","Arkansas","050","Miller","0910","Miller",75.9
"G0500930","1940","Arkansas","050","Mississippi","0930","Mississippi",62.5
"G0500950","1940","Arkansas","050","Monroe","0950","Monroe",71.2
"G0500970","1940","Arkansas","050","Montgomery","0970","Montgomery",102.9
"G0500990","1940","Arkansas","050","Nevada","0990","Nevada",109.2
"G0501010","1940","Arkansas","050","Newton","1010","Newton",89.5
"G0501030","1940","Arkansas","050","Ouachita","1030","Ouachita",89.4
"G0501050","1940","Arkansas","050","Perry","1050","Perry",96.1
"G0501070","1940","Arkansas","050","Phillips","1070","Phillips",52.4
"G0501090","1940","Arkansas","050","Pike","1090","Pike",89.7
"G0501110","1940","Arkansas","050","Poinsett","1110","Poinsett",67.2
"G0501130","1940","Arkansas","050","Polk","1130","Polk",91.7
"G0501150","1940","Arkansas","050","Pope","1150","Pope",98.4
"G0501170","1940","Arkansas","050","Prairie","1170","Prairie",127.6
"G0501190","1940","Arkansas","050","Pulaski","1190","Pulaski",57.6
"G0501210","1940","Arkansas","050","Randolph","1210","Randolph",121.2
"G0501230","1940","Arkansas","050","St Francis","1230","St Francis",55.0
"G0501250","1940","Arkansas","050","Saline","1250","Saline",68.1
"G0501270","1940","Arkansas","050","Scott","1270","Scott",98.9
"G0501290","1940","Arkansas","050","Searcy","1290","Searcy",105.4
"G0501310","1940","Arkansas","050","Sebastian","1310","Sebastian",88.9
"G0501330","1940","Arkansas","050","Sevier","1330","Sevier",95.8
"G0501350","1940","Arkansas","050","Sharp","1350","Sharp",131.1
"G0501370","1940","Arkansas","050","Stone","1370","Stone",107.8
"G0501390","1940","Arkansas","050","Union","1390","Union",83.2
"G0501410","1940","Arkansas","050","Van Buren","1410","Van Buren",124.2
"G0501430","1940","Arkansas","050","Washington","1430","Washington",88.6
"G0501450","1940","Arkansas","050","White","1450","White",89.7
"G0501470","1940","Arkansas","050","Woodruff","1470","Woodruff",79.2
"G0501490","1940","Arkansas","050","Yell","1490","Yell",99.9
"G0600010","1940","California","060","Alameda","0010","Alameda",101.5
"G0600030","1940","California","060","Alpine","0030","Alpine",863.5
"G0600050","1940","California","060","Amador","0050","Amador",755.4
"G0600070","1940","California","060","Butte","0070","Butte",225.5
"G0600090","1940","California","060","Calaveras","0090","Calaveras",807.1
"G0600110","1940","California","060","Colusa","0110","Colusa",598.7
"G0600130","1940","California","060","Contra Costa","0130","Contra Costa",157.2
"G0600150","1940","California","060","Del Norte","0150","Del Norte",158.5
"G0600170","1940","California","060","El Dorado","0170","El Dorado",297.2
"G0600190","1940","California","060","Fresno","0190","Fresno",153.3
"G0600210","1940","California","060","Glenn","0210","Glenn",393.6
"G0600230","1940","California","060","Humboldt","0230","Humboldt",395.5
"G0600250","1940","California","060","Imperial","0250","Imperial",155.1
"G0600270","1940","California","060","Inyo","0270","Inyo",805.1
"G0600290","1940","California","060","Kern","0290","Kern",764.9
"G0600310","1940","California","060","Kings","0310","Kings",237.9
"G0600330","1940","California","060","Lake","0330","Lake",262.4
"G0600350","1940","California","060","Lassen","0350","Lassen",1247.6
"G0600370","1940","California","060","Los Angeles","0370","Los Angeles",47.8
"G0600390","1940","California","060","Madera","0390","Madera",331.8
"G0600410","1940","California","060","Marin","0410","Marin",353.4
"G0600430","1940","California","060","Mariposa","0430","Mariposa",652.1
"G0600450","1940","California","060","Mendocino","0450","Mendocino",524.4
"G0600470","1940","California","060","Merced","0470","Merced",231.4
"G0600490","1940","California","060","Modoc","0490","Modoc",850.1
"G0600510","1940","California","060","Mono","0510","Mono",616.0
"G0600530","1940","California","060","Monterey","0530","Monterey",665.0
"G0600550","1940","California","060","Napa","0550","Napa",203.8
"G0600570","1940","California","060","Nevada","0570","Nevada",231.9
"G0600590","1940","California","060","Orange","0590","Orange",35.3
"G0600610","1940","California","060","Placer","0610","Placer",148.0
"G0600630","1940","California","060","Plumas","0630","Plumas",961.2
"G0600650","1940","California","060","Riverside","0650","Riverside",135.9
"G0600670","1940","California","060","Sacramento","0670","Sacramento",124.8
"G0600690","1940","California","060","San Benito","0690","San Benito",697.4
"G0600710","1940","California","060","San Bernardino","0710","San Bernardino",117.0
"G0600730","1940","California","060","San Diego","0730","San Diego",163.3
"G0600750","1940","California","060","San Francisco","0750","San Francisco",4.3
"G0600770","1940","California","060","San Joaquin","0770","San Joaquin",135.0
"G0600790","1940","California","060","San Luis Obispo","0790","San Luis Obispo",756.4
"G0600810","1940","California","060","San Mateo","0810","San Mateo",150.9
"G0600830","1940","California","060","Santa Barbara","0830","Santa Barbara",613.3
"G0600850","1940","California","060","Santa Clara","0850","Santa Clara",108.2
"G0600870","1940","California","060","Santa Cruz","0870","Santa Cruz",61.4
"G0600890","1940","California","060","Shasta","0890","Shasta",435.1
"G0600910","1940","California","060","Sierra","0910","Sierra",698.9
"G0600930","1940","California","060","Siskiyou","0930","Siskiyou",579.1
"G0600950","1940","California","060","Solano","0950","Solano",354.9
"G0600970","1940","California","060","Sonoma","0970","Sonoma",112.8
"G0600990","1940","California","060","Stanislaus","0990","Stanislaus",120.2
"G0601010","1940","California","060","Sutter","1010","Sutter",222.5
"G0601030","1940","California","060","Tehama","1030","Tehama",703.7
"G0601050","1940","California","060","Trinity","1050","Trinity",566.7
"G0601070","1940","California","060","Tulare","1070","Tulare",230.8
"G0601090","1940","California","060","Tuolumne","1090","Tuolumne",574.6
"G0601110","1940","California","060","Ventura","1110","Ventura",262.2
"G0601130","1940","California","060","Yolo","1130","Yolo",356.4
"G0601150","1940","California","060","Yuba","1150","Yuba",379.1
"G0800010","1940","Colorado","080","Adams","0010","Adams",346.8
"G0800030","1940","Colorado","080","Alamosa","0030","Alamosa",615.7
"G0800050","1940","Colorado","080","Arapahoe","0050","Arapahoe",417.4
"G0800070","1940","Colorado","080","Archuleta","0070","Archuleta",803.7
"G0800090","1940","Colorado","080","Baca","0090","Baca",1179.5
"G0800110","1940","Colorado","080","Bent","0110","Bent",848.8
"G0800130","1940","Colorado","080","Boulder","0130","Boulder",153.0
"G0800150","1940","Colorado","080","Chaffee","0150","Chaffee",364.5
"G0800170","1940","Colorado","080","Cheyenne","0170","Cheyenne",1517.7
"G0800190","1940","Colorado","080","Clear Creek","0190","Clear Creek",394.1
"G0800210","1940","Colorado","080","Conejos","0210","Conejos",336.4
"G0800230","1940","Colorado","080","Costilla","0230","Costilla",750.5
"G0800250","1940","Colorado","080","Crowley","0250","Crowley",615.0
"G0800270","1940","Colorado","080","Custer","0270","Custer",797.8
"G0800290","1940","Colorado","080","Delta","0290","Delta",129.9
"G0800310","1940","Colorado","080","Denver","0310","Denver",14.4
"G0800330","1940","Colorado","080","Dolores","0330","Dolores",325.8
"G0800350","1940","Colorado","080","Douglas","0350","Douglas",876.4
"G0800370","1940","Colorado","080","Eagle","0370","Eagle",704.8
"G0800390","1940","Colorado","080","Elbert","0390","Elbert",1079.1
"G0800410","1940","Colorado","080","El Paso","0410","El Paso",858.7
"G0800430","1940","Colorado","080","Fremont","0430","Fremont",372.3
"G0800450","1940","Colorado","080","Garfield","0450","Garfield",351.5
"G0800470","1940","Colorado","080","Gilpin","0470","Gilpin",398.3
"G0800490","1940","Colorado","080","Grand","0490","Grand",1138.9
"G0800510","1940","Colorado","080","Gunnison","0510","Gunnison",873.5
"G0800530","1940","Colorado","080","Hinsdale","0530","Hinsdale",549.9
"G0800550","1940","Colorado","080","Huerfano","0550","Huerfano",777.2
"G0800570","1940","Colorado","080","Jackson","0570","Jackson",1338.9
"G0800590","1940","Colorado","080","Jefferson","0590","Jefferson",151.6
"G0800610","1940","Colorado","080","Kiowa","0610","Kiowa",1387.3
"G0800630","1940","Colorado","080","Kit Carson","0630","Kit Carson",865.8
"G0800650","1940","Colorado","080","Lake","0650","Lake",573.4
"G0800670","1940","Colorado","080","La Plata","0670","La Plata",355.2
"G0800690","1940","Colorado","080","Larimer","0690","Larimer",388.7
"G0800710","1940","Colorado","080","Las Animas","0710","Las Animas",1547.5
"G0800730","1940","Colorado","080","Lincoln","0730","Lincoln",1685.2
"G0800750","1940","Colorado","080","Logan","0750","Logan",661.4
"G0800770","1940","Colorado","080","Mesa","0770","Mesa",159.3
"G0800790","1940","Colorado","080","Mineral","0790","Mineral",558.1
"G0800810","1940","Colorado","080","Moffat","0810","Moffat",1715.4
"G0800830","1940","Colorado","080","Montezuma","0830","Montezuma",251.0
"G0800850","1940","Colorado","080","Montrose","0850","Montrose",197.1
"G0800870","1940","Colorado","080","Morgan","0870","Morgan",464.0
"G0800890","1940","Colorado","080","Otero","0890","Otero",821.2
"G0800910","1940","Colorado","080","Ouray","0910","Ouray",875.0
"G0800930","1940","Colorado","080","Park","0930","Park",1840.3
"G0800950","1940","Colorado","080","Phillips","0950","Phillips",667.2
"G0800970","1940","Colorado","080","Pitkin","0970","Pitkin",414.3
"G0800990","1940","Colorado","080","Prowers","0990","Prowers",489.2
"G0801010","1940","Colorado","080","Pueblo","1010","Pueblo",668.8
"G0801030","1940","Colorado","080","Rio Blanco","1030","Rio Blanco",1381.7
"G0801050","1940","Colorado","080","Rio Grande","1050","Rio Grande",293.2
"G0801070","1940","Colorado","080","Routt","1070","Routt",693.9
"G0801090","1940","Colorado","080","Saguache","1090","Saguache",922.2
"G0801110","1940","Colorado","080","San Juan","1110","San Juan",0
"G0801130","1940","Colorado","080","San Miguel","1130","San Miguel",952.0
"G0801150","1940","Colorado","080","Sedgwick","1150","Sedgwick",571.8
"G0801170","1940","Colorado","080","Summit","1170","Summit",713.5
"G0801190","1940","Colorado","080","Teller","1190","Teller",591.5
"G0801210","1940","Colorado","080","Washington","1210","Washington",904.3
"G0801230","1940","Colorado","080","Weld","1230","Weld",428.7
"G0801250","1940","Colorado","080","Yuma","1250","Yuma",816.1
"G0900010","1940","Connecticut","090","Fairfield","0010","Fairfield",49.2
"G0900030","1940","Connecticut","090","Hartford","0030","Hartford",57.7
"G0900050","1940","Connecticut","090","Litchfield","0050","Litchfield",107.3
"G0900070","1940","Connecticut","090","Middlesex","0070","Middlesex",71.0
"G0900090","1940","Connecticut","090","New Haven","0090","New Haven",56.1
"G0900110","1940","Connecticut","090","New London","0110","New London",84.5
"G0900130","1940","Connecticut","090","Tolland","0130","Tolland",73.4
"G0900150","1940","Connecticut","090","Windham","0150","Windham",77.8
"G1000010","1940","Delaware","100","Kent","0010","Kent",109.5
"G1000030","1940","Delaware","100","New Castle","0030","New Castle",121.6
"G1000050","1940","Delaware","100","Sussex","0050","Sussex",86.2
"G1100010","1940","District Of Columbia","110","District Of Columbia","0010","District Of Columbia",36.0
"G1200010","1940","Florida","120","Alachua","0010","Alachua",122.8
"G1200030","1940","Florida","120","Baker","0030","Baker",81.7
"G1200050","1940","Florida","120","Bay","0050","Bay",101.0
"G1200070","1940","Florida","120","Bradford","0070","Bradford",62.2
"G1200090","1940","Florida","120","Brevard","0090","Brevard",223.7
"G1200110","1940","Florida","120","Broward","0110","Broward",82.0
"G1200130","1940","Florida","120","Calhoun","0130","Calhoun",113.0
"G1200150","1940","Florida","120","Charlotte","0150","Charlotte",373.5
"G1200170","1940","Florida","120","Citrus","0170","Citrus",106.1
"G1200190","1940","Florida","120","Clay","0190","Clay",399.7
"G1200210","1940","Florida","120","Collier","0210","Collier",782.7
"G1200230","1940","Florida","120","Columbia","0230","Columbia",126.7
"G1200250","1940","Florida","120","Dade","0250","Dade",49.0
"G1200270","1940","Florida","120","De Soto","0270","De Soto",242.2
"G1200290","1940","Florida","120","Dixie","0290","Dixie",449.8
"G1200310","1940","Florida","120","Duval","0310","Duval",42.5
"G1200330","1940","Florida","120","Escambia","0330","Escambia",61.8
"G1200350","1940","Florida","120","Flagler","0350","Flagler",287.7
"G1200370","1940","Florida","120","Franklin","0370","Franklin",248.3
"G1200390","1940","Florida","120","Gadsden","0390","Gadsden",124.0
"G1200410","1940","Florida","120","Gilchrist","0410","Gilchrist",158.6
"G1200430","1940","Florida","120","Glades","0430","Glades",1756.5
"G1200450","1940","Florida","120","Gulf","0450","Gulf",46.4
"G1200470","1940","Florida","120","Hamilton","0470","Hamilton",147.6
"G1200490","1940","Florida","120","Hardee","0490","Hardee",132.3
"G1200510","1940","Florida","120","Hendry","0510","Hendry",2078.0
"G1200530","1940","Florida","120","Hernando","0530","Hernando",51.9
"G1200550","1940","Florida","120","Highlands","0550","Highlands",858.7
"G1200570","1940","Florida","120","Hillsborough","0570","Hillsborough",50.0
"G1200590","1940","Florida","120","Holmes","0590","Holmes",73.4
"G1200610","1940","Florida","120","Indian River","0610","Indian River",152.1
"G1200630","1940","Florida","120","Jackson","0630","Jackson",99.6
"G1200650","1940","Florida","120","Jefferson","0650","Jefferson",147.3
"G1200670","1940","Florida","120","Lafayette","0670","Lafayette",137.5
"G1200690","1940","Florida","120","Lake","0690","Lake",56.3
"G1200710","1940","Florida","120","Lee","0710","Lee",72.1
"G1200730","1940","Florida","120","Leon","0730","Leon",78.9
"G1200750","1940","Florida","120","Levy","0750","Levy",213.1
"G1200770","1940","Florida","120","Liberty","0770","Liberty",132.5
"G1200790","1940","Florida","120","Madison","0790","Madison",133.5
"G1200810","1940","Florida","120","Manatee","0810","Manatee",85.3
"G1200830","1940","Florida","120","Marion","0830","Marion",102.5
"G1200850","1940","Florida","120","Martin","0850","Martin",318.0
"G1200870","1940","Florida","120","Monroe","0870","Monroe",35.3
"G1200890","1940","Florida","120","Nassau","0890","Nassau",68.3
"G1200910","1940","Florida","120","Okaloosa","0910","Okaloosa",84.4
"G1200930","1940","Florida","120","Okeechobee","0930","Okeechobee",986.3
"G1200950","1940","Florida","120","Orange","0950","Orange",87.5
"G1200970","1940","Florida","120","Osceola","0970","Osceola",1105.4
"G1200990","1940","Florida","120","Palm Beach","0990","Palm Beach",99.2
"G1201010","1940","Florida","120","Pasco","1010","Pasco",96.1
"G1201030","1940","Florida","120","Pinellas","1030","Pinellas",39.1
"G1201050","1940","Florida","120","Polk","1050","Polk",107.4
"G1201070","1940","Florida","120","Putnam","1070","Putnam",81.3
"G1201090","1940","Florida","120","St Johns","1090","St Johns",97.5
"G1201110","1940","Florida","120","St Lucie","1110","St Lucie",258.6
"G1201130","1940","Florida","120","Santa Rosa","1130","Santa Rosa",65.7
"G1201150","1940","Florida","120","Sarasota","1150","Sarasota",1198.9
"G1201170","1940","Florida","120","Seminole","1170","Seminole",86.5
"G1201190","1940","Florida","120","Sumter","1190","Sumter",126.4
"G1201210","1940","Florida","120","Suwannee","1210","Suwannee",135.8
"G1201230","1940","Florida","120","Taylor","1230","Taylor",121.3
"G1201250","1940","Florida","120","Union","1250","Union",139.7
"G1201270","1940","Florida","120","Volusia","1270","Volusia",173.4
"G1201290","1940","Florida","120","Wakulla","1290","Wakulla",100.1
"G1201310","1940","Florida","120","Walton","1310","Walton",66.4
"G1201330","1940","Florida","120","Washington","1330","Washington",70.8
"G1300010","1940","Georgia","130","Appling","0010","Appling",130.6
"G1300030","1940","Georgia","130","Atkinson","0030","Atkinson",127.5
"G1300050","1940","Georgia","130","Bacon","0050","Bacon",104.1
"G1300070","1940","Georgia","130","Baker","0070","Baker",122.2
"G1300090","1940","Georgia","130","Baldwin","0090","Baldwin",155.9
"G1300110","1940","Georgia","130","Banks","0110","Banks",86.2
"G1300130","1940","Georgia","130","Barrow","0130","Barrow",64.8
"G1300150","1940","Georgia","130","Bartow","0150","Bartow",107.3
"G1300170","1940","Georgia","130","Ben Hill","0170","Ben Hill",122.4
"G1300190","1940","Georgia","130","Berrien","0190","Berrien",123.6
"G1300210","1940","Georgia","130","Bibb","0210","Bibb",111.0
"G1300230","1940","Georgia","130","Bleckley","0230","Bleckley",135.1
"G1300250","1940","Georgia","130","Brantley","0250","Brantley",111.0
"G1300270","1940","Georgia","130","Brooks","0270","Brooks",106.7
"G1300290","1940","Georgia","130","Bryan","0290","Bryan",274.7
"G1300310","1940","Georgia","130","Bulloch","0310","Bulloch",118.0
"G1300330","1940","Georgia","130","Burke","0330","Burke",174.0
"G1300350","1940","Georgia","130","Butts","0350","Butts",95.2
"G1300370","1940","Georgia","130","Calhoun","0370","Calhoun",87.1
"G1300390","1940","Georgia","130","Camden","0390","Camden",91.7
"G1300430","1940","Georgia","130","Candler","0430","Candler",98.4
"G1300450","1940","Georgia","130","Carroll","0450","Carroll",63.6
"G1300470","1940","Georgia","130","Catoosa","0470","Catoosa",65.9
"G1300490","1940","Georgia","130","Charlton","0490","Charlton",128.2
"G1300510","1940","Georgia","130","Chatham","0510","Chatham",121.9
"G1300530","1940","Georgia","130","Chattahoochee","0530","Chattahoochee",244.8
"G1300550","1940","Georgia","130","Chattooga","0550","Chattooga",120.5
"G1300570","1940","Georgia","130","Cherokee","0570","Cherokee",83.2
"G1300590","1940","Georgia","130","Clarke","0590","Clarke",85.1
"G1300610","1940","Georgia","130","Clay","0610","Clay",99.2
"G1300630","1940","Georgia","130","Clayton","0630","Clayton",63.0
"G1300650","1940","Georgia","130","Clinch","0650","Clinch",215.5
"G1300670","1940","Georgia","130","Cobb","0670","Cobb",59.8
"G1300690","1940","Georgia","130","Coffee","0690","Coffee",127.8
"G1300710","1940","Georgia","130","Colquitt","0710","Colquitt",93.9
"G1300730","1940","Georgia","130","Columbia","0730","Columbia",109.5
"G1300750","1940","Georgia","130","Cook","0750","Cook",89.2
"G1300770","1940","Georgia","130","Coweta","0770","Coweta",125.0
"G1300790","1940","Georgia","130","Crawford","0790","Crawford",185.2
"G1300810","1940","Georgia","130","Crisp","0810","Crisp",125.8
"G1300830","1940","Georgia","130","Dade","0830","Dade",93.6
"G1300850","1940","Georgia","130","Dawson","0850","Dawson",104.7
"G1300870","1940","Georgia","130","Decatur","0870","Decatur",152.1
"G1300890","1940","Georgia","130","DeKalb","0890","De Kalb",46.9
"G1300910","1940","Georgia","130","Dodge","0910","Dodge",118.6
"G1300930","1940","Georgia","130","Dooly","0930","Dooly",131.1
"G1300950","1940","Georgia","130","Dougherty","0950","Dougherty",194.0
"G1300970","1940","Georgia","130","Douglas","0970","Douglas",81.5
"G1300990","1940","Georgia","130","Early","0990","Early",89.4
"G1301010","1940","Georgia","130","Echols","1010","Echols",321.9
"G1301030","1940","Georgia","130","Effingham","1030","Effingham",181.2
"G1301050","1940","Georgia","130","Elbert","1050","Elbert",93.8
"G1301070","1940","Georgia","130","Emanuel","1070","Emanuel",113.1
"G1301090","1940","Georgia","130","Evans","1090","Evans",104.9
"G1301110","1940","Georgia","130","Fannin","1110","Fannin",68.9
"G1301130","1940","Georgia","130","Fayette","1130","Fayette",89.6
"G1301150","1940","Georgia","130","Floyd","1150","Floyd",104.2
"G1301170","1940","Georgia","130","Forsyth","1170","Forsyth",66.3
"G1301190","1940","Georgia","130","Franklin","1190","Franklin",70.5
"G1301210","1940","Georgia","130","Fulton","1210","Fulton",64.3
"G1301230","1940","Georgia","130","Gilmer","1230","Gilmer",107.4
"G1301250","1940","Georgia","130","Glascock","1250","Glascock",108.1
