GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BY0001
"G4600710","1940","South Dakota","460","Jackson","0710","Jackson",1486.1
"G4600730","1940","South Dakota","460","Jerauld","0730","Jerauld",417.8
"G4600750","1940","South Dakota","460","Jones","0750","Jones",1176.3
"G4600770","1940","South Dakota","460","Kingsbury","0770","Kingsbury",341.1
"G4600790","1940","South Dakota","460","Lake","0790","Lake",263.4
"G4600810","1940","South Dakota","460","Lawrence","0810","Lawrence",369.6
"G4600830","1940","South Dakota","460","Lincoln","0830","Lincoln",195.8
"G4600850","1940","South Dakota","460","Lyman","0850","Lyman",1143.6
"G4600870","1940","South Dakota","460","McCook","0870","Mccook",252.3
"G4600890","1940","South Dakota","460","McPherson","0890","Mcpherson",560.3
"G4600910","1940","South Dakota","460","Marshall","0910","Marshall",373.4
"G4600930","1940","South Dakota","460","Meade","0930","Meade",1462.9
"G4600950","1940","South Dakota","460","Mellette","0950","Mellette",1346.1
"G4600970","1940","South Dakota","460","Miner","0970","Miner",304.8
"G4600990","1940","South Dakota","460","Minnehaha","0990","Minnehaha",203.5
"G4601010","1940","South Dakota","460","Moody","1010","Moody",238.2
"G4601030","1940","South Dakota","460","Pennington","1030","Pennington",930.0
"G4601050","1940","South Dakota","460","Perkins","1050","Perkins",1225.5
"G4601070","1940","South Dakota","460","Potter","1070","Potter",822.6
"G4601090","1940","South Dakota","460","Roberts","1090","Roberts",269.6
"G4601110","1940","South Dakota","460","Sanborn","1110","Sanborn",364.6
"G4601130","1940","South Dakota","460","Shannon","1130","Shannon",747.8
"G4601150","1940","South Dakota","460","Spink","1150","Spink",516.2
"G4601170","1940","South Dakota","460","Stanley","1170","Stanley",1769.3
"G4601190","1940","South Dakota","460","Sully","1190","Sully",1193.0
"G4601210","1940","South Dakota","460","Todd","1210","Todd",1159.7
"G4601230","1940","South Dakota","460","Tripp","1230","Tripp",629.6
"G4601250","1940","South Dakota","460","Turner","1250","Turner",203.0
"G4601270","1940","South Dakota","460","Union","1270","Union",183.2
"G4601290","1940","South Dakota","460","Walworth","1290","Walworth",654.2
"G4601310","1940","South Dakota","460","Washabaugh","1310","Washabaugh",1425.6
"G4601330","1940","South Dakota","460","Washington","1330","Washington",1083.7
"G4601350","1940","South Dakota","460","Yankton","1350","Yankton",204.1
"G4601370","1940","South Dakota","460","Ziebach","1370","Ziebach",1469.7
"G4700010","1940","Tennessee","470","Anderson","0010","Anderson",61.8
"G4700030","1940","Tennessee","470","Bedford","0030","Bedford",96.0
"G4700050","1940","Tennessee","470","Benton","0050","Benton",106.2
"G4700070","1940","Tennessee","470","Bledsoe","0070","Bledsoe",101.6
"G4700090","1940","Tennessee","470","Blount","0090","Blount",65.0
"G4700110","1940","Tennessee","470","Bradley","0110","Bradley",100.6
"G4700130","1940","Tennessee","470","Campbell","0130","Campbell",39.0
"G4700150","1940","Tennessee","470","Cannon","0150","Cannon",78.2
"G4700170","1940","Tennessee","470","Carroll","0170","Carroll",85.1
"G4700190","1940","Tennessee","470","Carter","0190","Carter",37.9
"G4700210","1940","Tennessee","470","Cheatham","0210","Cheatham",82.6
"G4700230","1940","Tennessee","470","Chester","0230","Chester",93.3
"G4700250","1940","Tennessee","470","Claiborne","0250","Claiborne",55.6
"G4700270","1940","Tennessee","470","Clay","0270","Clay",84.6
"G4700290","1940","Tennessee","470","Cocke","0290","Cocke",57.9
"G4700310","1940","Tennessee","470","Coffee","0310","Coffee",84.4
"G4700330","1940","Tennessee","470","Crockett","0330","Crockett",57.4
"G4700350","1940","Tennessee","470","Cumberland","0350","Cumberland",62.5
"G4700370","1940","Tennessee","470","Davidson","0370","Davidson",77.0
"G4700390","1940","Tennessee","470","Decatur","0390","Decatur",128.3
"G4700410","1940","Tennessee","470","DeKalb","0410","De Kalb",67.4
"G4700430","1940","Tennessee","470","Dickson","0430","Dickson",89.9
"G4700450","1940","Tennessee","470","Dyer","0450","Dyer",69.4
"G4700470","1940","Tennessee","470","Fayette","0470","Fayette",63.6
"G4700490","1940","Tennessee","470","Fentress","0490","Fentress",60.5
"G4700510","1940","Tennessee","470","Franklin","0510","Franklin",91.1
"G4700530","1940","Tennessee","470","Gibson","0530","Gibson",55.2
"G4700550","1940","Tennessee","470","Giles","0550","Giles",83.6
"G4700570","1940","Tennessee","470","Grainger","0570","Grainger",65.2
"G4700590","1940","Tennessee","470","Greene","0590","Greene",60.2
"G4700610","1940","Tennessee","470","Grundy","0610","Grundy",70.0
"G4700630","1940","Tennessee","470","Hamblen","0630","Hamblen",56.3
"G4700650","1940","Tennessee","470","Hamilton","0650","Hamilton",59.1
"G4700670","1940","Tennessee","470","Hancock","0670","Hancock",72.7
"G4700690","1940","Tennessee","470","Hardeman","0690","Hardeman",104.8
"G4700710","1940","Tennessee","470","Hardin","0710","Hardin",94.3
"G4700730","1940","Tennessee","470","Hawkins","0730","Hawkins",67.1
"G4700750","1940","Tennessee","470","Haywood","0750","Haywood",54.5
"G4700770","1940","Tennessee","470","Henderson","0770","Henderson",99.0
"G4700790","1940","Tennessee","470","Henry","0790","Henry",89.6
"G4700810","1940","Tennessee","470","Hickman","0810","Hickman",112.1
"G4700830","1940","Tennessee","470","Houston","0830","Houston",127.1
"G4700850","1940","Tennessee","470","Humphreys","0850","Humphreys",157.1
"G4700870","1940","Tennessee","470","Jackson","0870","Jackson",67.9
"G4700890","1940","Tennessee","470","Jefferson","0890","Jefferson",81.0
"G4700910","1940","Tennessee","470","Johnson","0910","Johnson",62.6
"G4700930","1940","Tennessee","470","Knox","0930","Knox",50.5
"G4700950","1940","Tennessee","470","Lake","0950","Lake",163.1
"G4700970","1940","Tennessee","470","Lauderdale","0970","Lauderdale",56.8
"G4700990","1940","Tennessee","470","Lawrence","0990","Lawrence",85.2
"G4701010","1940","Tennessee","470","Lewis","1010","Lewis",107.4
"G4701030","1940","Tennessee","470","Lincoln","1030","Lincoln",79.9
"G4701050","1940","Tennessee","470","Loudon","1050","Loudon",99.2
"G4701070","1940","Tennessee","470","McMinn","1070","Mcminn",78.1
"G4701090","1940","Tennessee","470","McNairy","1090","Mcnairy",93.4
"G4701110","1940","Tennessee","470","Macon","1110","Macon",66.3
"G4701130","1940","Tennessee","470","Madison","1130","Madison",71.3
"G4701150","1940","Tennessee","470","Marion","1150","Marion",95.9
"G4701170","1940","Tennessee","470","Marshall","1170","Marshall",92.9
"G4701190","1940","Tennessee","470","Maury","1190","Maury",99.4
"G4701210","1940","Tennessee","470","Meigs","1210","Meigs",131.7
"G4701230","1940","Tennessee","470","Monroe","1230","Monroe",92.2
"G4701250","1940","Tennessee","470","Montgomery","1250","Montgomery",94.9
"G4701270","1940","Tennessee","470","Moore","1270","Moore",78.5
"G4701290","1940","Tennessee","470","Morgan","1290","Morgan",60.6
"G4701310","1940","Tennessee","470","Obion","1310","Obion",97.2
"G4701330","1940","Tennessee","470","Overton","1330","Overton",67.7
"G4701350","1940","Tennessee","470","Perry","1350","Perry",149.5
"G4701370","1940","Tennessee","470","Pickett","1370","Pickett",67.1
"G4701390","1940","Tennessee","470","Polk","1390","Polk",77.3
"G4701410","1940","Tennessee","470","Putnam","1410","Putnam",61.3
"G4701430","1940","Tennessee","470","Rhea","1430","Rhea",93.9
"G4701450","1940","Tennessee","470","Roane","1450","Roane",107.5
"G4701470","1940","Tennessee","470","Robertson","1470","Robertson",75.7
"G4701490","1940","Tennessee","470","Rutherford","1490","Rutherford",79.9
"G4701510","1940","Tennessee","470","Scott","1510","Scott",40.7
"G4701530","1940","Tennessee","470","Sequatchie","1530","Sequatchie",56.4
"G4701550","1940","Tennessee","470","Sevier","1550","Sevier",65.0
"G4701570","1940","Tennessee","470","Shelby","1570","Shelby",43.4
"G4701590","1940","Tennessee","470","Smith","1590","Smith",64.3
"G4701610","1940","Tennessee","470","Stewart","1610","Stewart",91.2
"G4701630","1940","Tennessee","470","Sullivan","1630","Sullivan",51.3
"G4701650","1940","Tennessee","470","Sumner","1650","Sumner",67.5
"G4701670","1940","Tennessee","470","Tipton","1670","Tipton",60.1
"G4701690","1940","Tennessee","470","Trousdale","1690","Trousdale",76.6
"G4701710","1940","Tennessee","470","Unicoi","1710","Unicoi",41.4
"G4701730","1940","Tennessee","470","Union","1730","Union",55.7
"G4701750","1940","Tennessee","470","Van Buren","1750","Van Buren",100.2
"G4701770","1940","Tennessee","470","Warren","1770","Warren",79.6
"G4701790","1940","Tennessee","470","Washington","1790","Washington",53.7
"G4701810","1940","Tennessee","470","Wayne","1810","Wayne",128.5
"G4701830","1940","Tennessee","470","Weakley","1830","Weakley",71.3
"G4701850","1940","Tennessee","470","White","1850","White",76.2
"G4701870","1940","Tennessee","470","Williamson","1870","Williamson",94.1
"G4701890","1940","Tennessee","470","Wilson","1890","Wilson",85.9
"G4800010","1940","Texas","480","Anderson","0010","Anderson",128.9
"G4800030","1940","Texas","480","Andrews","0030","Andrews",8312.3
"G4800050","1940","Texas","480","Angelina","0050","Angelina",64.4
"G4800070","1940","Texas","480","Aransas","0070","Aransas",1075.5
"G4800090","1940","Texas","480","Archer","0090","Archer",941.3
"G4800110","1940","Texas","480","Armstrong","0110","Armstrong",1986.5
"G4800130","1940","Texas","480","Atascosa","0130","Atascosa",346.6
"G4800150","1940","Texas","480","Austin","0150","Austin",121.6
"G4800170","1940","Texas","480","Bailey","0170","Bailey",551.6
"G4800190","1940","Texas","480","Bandera","0190","Bandera",730.2
"G4800210","1940","Texas","480","Bastrop","0210","Bastrop",179.7
"G4800230","1940","Texas","480","Baylor","0230","Baylor",559.8
"G4800250","1940","Texas","480","Bee","0250","Bee",290.6
"G4800270","1940","Texas","480","Bell","0270","Bell",152.4
"G4800290","1940","Texas","480","Bexar","0290","Bexar",156.4
"G4800310","1940","Texas","480","Blanco","0310","Blanco",668.9
"G4800330","1940","Texas","480","Borden","0330","Borden",2336.1
"G4800350","1940","Texas","480","Bosque","0350","Bosque",286.1
"G4800370","1940","Texas","480","Bowie","0370","Bowie",97.5
"G4800390","1940","Texas","480","Brazoria","0390","Brazoria",317.4
"G4800410","1940","Texas","480","Brazos","0410","Brazos",167.6
"G4800430","1940","Texas","480","Brewster","0430","Brewster",11005.2
"G4800450","1940","Texas","480","Briscoe","0450","Briscoe",672.9
"G4800470","1940","Texas","480","Brooks","0470","Brooks",1498.9
"G4800490","1940","Texas","480","Brown","0490","Brown",258.2
"G4800510","1940","Texas","480","Burleson","0510","Burleson",134.7
"G4800530","1940","Texas","480","Burnet","0530","Burnet",464.8
"G4800550","1940","Texas","480","Caldwell","0550","Caldwell",148.3
"G4800570","1940","Texas","480","Calhoun","0570","Calhoun",486.5
"G4800590","1940","Texas","480","Callahan","0590","Callahan",329.1
"G4800610","1940","Texas","480","Cameron","0610","Cameron",98.3
"G4800630","1940","Texas","480","Camp","0630","Camp",82.4
"G4800650","1940","Texas","480","Carson","0650","Carson",1195.5
"G4800670","1940","Texas","480","Cass","0670","Cass",91.9
"G4800690","1940","Texas","480","Castro","0690","Castro",695.8
"G4800710","1940","Texas","480","Chambers","0710","Chambers",544.1
"G4800730","1940","Texas","480","Cherokee","0730","Cherokee",86.1
"G4800750","1940","Texas","480","Childress","0750","Childress",505.0
"G4800770","1940","Texas","480","Clay","0770","Clay",388.8
"G4800790","1940","Texas","480","Cochran","0790","Cochran",1104.0
"G4800810","1940","Texas","480","Coke","0810","Coke",875.1
"G4800830","1940","Texas","480","Coleman","0830","Coleman",364.8
"G4800850","1940","Texas","480","Collin","0850","Collin",107.1
"G4800870","1940","Texas","480","Collingsworth","0870","Collingsworth",371.9
"G4800890","1940","Texas","480","Colorado","0890","Colorado",205.5
"G4800910","1940","Texas","480","Comal","0910","Comal",423.2
"G4800930","1940","Texas","480","Comanche","0930","Comanche",176.6
"G4800950","1940","Texas","480","Concho","0950","Concho",763.5
"G4800970","1940","Texas","480","Cooke","0970","Cooke",196.0
"G4800990","1940","Texas","480","Coryell","0990","Coryell",230.0
"G4801010","1940","Texas","480","Cottle","1010","Cottle",642.1
"G4801030","1940","Texas","480","Crane","1030","Crane",11038.4
"G4801050","1940","Texas","480","Crockett","1050","Crockett",11371.5
"G4801070","1940","Texas","480","Crosby","1070","Crosby",351.1
"G4801090","1940","Texas","480","Culberson","1090","Culberson",28209.8
"G4801110","1940","Texas","480","Dallam","1110","Dallam",1720.9
"G4801130","1940","Texas","480","Dallas","1130","Dallas",110.4
"G4801150","1940","Texas","480","Dawson","1150","Dawson",304.1
"G4801170","1940","Texas","480","Deaf Smith","1170","Deaf Smith",1093.6
"G4801190","1940","Texas","480","Delta","1190","Delta",86.9
"G4801210","1940","Texas","480","Denton","1210","Denton",161.6
"G4801230","1940","Texas","480","De Witt","1230","De Witt",157.0
"G4801250","1940","Texas","480","Dickens","1250","Dickens",348.2
"G4801270","1940","Texas","480","Dimmit","1270","Dimmit",1404.1
"G4801290","1940","Texas","480","Donley","1290","Donley",597.3
"G4801310","1940","Texas","480","Duval","1310","Duval",645.7
"G4801330","1940","Texas","480","Eastland","1330","Eastland",204.2
"G4801350","1940","Texas","480","Ector","1350","Ector",8422.3
"G4801370","1940","Texas","480","Edwards","1370","Edwards",4636.3
"G4801390","1940","Texas","480","Ellis","1390","Ellis",140.1
"G4801410","1940","Texas","480","El Paso","1410","El Paso",302.9
"G4801430","1940","Texas","480","Erath","1430","Erath",224.1
"G4801450","1940","Texas","480","Falls","1450","Falls",110.3
"G4801470","1940","Texas","480","Fannin","1470","Fannin",104.4
"G4801490","1940","Texas","480","Fayette","1490","Fayette",112.9
"G4801510","1940","Texas","480","Fisher","1510","Fisher",329.6
"G4801530","1940","Texas","480","Floyd","1530","Floyd",377.0
"G4801550","1940","Texas","480","Foard","1550","Foard",656.3
"G4801570","1940","Texas","480","Fort Bend","1570","Fort Bend",111.0
"G4801590","1940","Texas","480","Franklin","1590","Franklin",107.0
"G4801610","1940","Texas","480","Freestone","1610","Freestone",124.2
"G4801630","1940","Texas","480","Frio","1630","Frio",883.1
"G4801650","1940","Texas","480","Gaines","1650","Gaines",1650.4
"G4801670","1940","Texas","480","Galveston","1670","Galveston",133.4
"G4801690","1940","Texas","480","Garza","1690","Garza",645.0
"G4801710","1940","Texas","480","Gillespie","1710","Gillespie",480.5
"G4801730","1940","Texas","480","Glasscock","1730","Glasscock",3824.8
"G4801750","1940","Texas","480","Goliad","1750","Goliad",275.0
"G4801770","1940","Texas","480","Gonzales","1770","Gonzales",168.2
"G4801790","1940","Texas","480","Gray","1790","Gray",828.0
"G4801810","1940","Texas","480","Grayson","1810","Grayson",126.0
"G4801830","1940","Texas","480","Gregg","1830","Gregg",69.6
"G4801850","1940","Texas","480","Grimes","1850","Grimes",149.8
"G4801870","1940","Texas","480","Guadalupe","1870","Guadalupe",129.5
"G4801890","1940","Texas","480","Hale","1890","Hale",374.2
"G4801910","1940","Texas","480","Hall","1910","Hall",338.8
"G4801930","1940","Texas","480","Hamilton","1930","Hamilton",261.2
"G4801950","1940","Texas","480","Hansford","1950","Hansford",1502.8
"G4801970","1940","Texas","480","Hardeman","1970","Hardeman",348.8
"G4801990","1940","Texas","480","Hardin","1990","Hardin",44.2
"G4802010","1940","Texas","480","Harris","2010","Harris",89.5
"G4802030","1940","Texas","480","Harrison","2030","Harrison",72.8
"G4802050","1940","Texas","480","Hartley","2050","Hartley",3701.6
"G4802070","1940","Texas","480","Haskell","2070","Haskell",282.6
"G4802090","1940","Texas","480","Hays","2090","Hays",323.2
"G4802110","1940","Texas","480","Hemphill","2110","Hemphill",1518.0
"G4802130","1940","Texas","480","Henderson","2130","Henderson",119.5
"G4802150","1940","Texas","480","Hidalgo","2150","Hidalgo",134.9
"G4802170","1940","Texas","480","Hill","2170","Hill",137.3
"G4802190","1940","Texas","480","Hockley","2190","Hockley",331.7
"G4802210","1940","Texas","480","Hood","2210","Hood",239.3
"G4802230","1940","Texas","480","Hopkins","2230","Hopkins",104.7
"G4802250","1940","Texas","480","Houston","2250","Houston",117.3
"G4802270","1940","Texas","480","Howard","2270","Howard",613.6
"G4802290","1940","Texas","480","Hudspeth","2290","Hudspeth",13493.7
"G4802310","1940","Texas","480","Hunt","2310","Hunt",111.2
"G4802330","1940","Texas","480","Hutchinson","2330","Hutchinson",2142.4
"G4802350","1940","Texas","480","Irion","2350","Irion",5541.6
"G4802370","1940","Texas","480","Jack","2370","Jack",426.5
"G4802390","1940","Texas","480","Jackson","2390","Jackson",341.9
"G4802410","1940","Texas","480","Jasper","2410","Jasper",59.3
"G4802430","1940","Texas","480","Jeff Davis","2430","Jeff Davis",15618.9
"G4802450","1940","Texas","480","Jefferson","2450","Jefferson",133.1
"G4802470","1940","Texas","480","Jim Hogg","2470","Jim Hogg",1982.1
"G4802490","1940","Texas","480","Jim Wells","2490","Jim Wells",400.7
"G4802510","1940","Texas","480","Johnson","2510","Johnson",147.6
"G4802530","1940","Texas","480","Jones","2530","Jones",321.7
"G4802550","1940","Texas","480","Karnes","2550","Karnes",206.4
"G4802570","1940","Texas","480","Kaufman","2570","Kaufman",137.6
"G4802590","1940","Texas","480","Kendall","2590","Kendall",501.8
"G4802610","1940","Texas","480","Kenedy","2610","Kenedy",55933.5
"G4802630","1940","Texas","480","Kent","2630","Kent",1537.9
"G4802650","1940","Texas","480","Kerr","2650","Kerr",1071.3
"G4802670","1940","Texas","480","Kimble","2670","Kimble",1504.2
"G4802690","1940","Texas","480","King","2690","King",4515.3
"G4802710","1940","Texas","480","Kinney","2710","Kinney",5512.6
"G4802730","1940","Texas","480","Kleberg","2730","Kleberg",2681.8
"G4802750","1940","Texas","480","Knox","2750","Knox",415.5
"G4802770","1940","Texas","480","Lamar","2770","Lamar",110.9
"G4802790","1940","Texas","480","Lamb","2790","Lamb",285.3
"G4802810","1940","Texas","480","Lampasas","2810","Lampasas",421.3
"G4802830","1940","Texas","480","La Salle","2830","La Salle",1559.8
"G4802850","1940","Texas","480","Lavaca","2850","Lavaca",122.6
"G4802870","1940","Texas","480","Lee","2870","Lee",145.5
"G4802890","1940","Texas","480","Leon","2890","Leon",161.5
"G4802910","1940","Texas","480","Liberty","2910","Liberty",127.1
"G4802930","1940","Texas","480","Limestone","2930","Limestone",139.9
"G4802950","1940","Texas","480","Lipscomb","2950","Lipscomb",1218.8
"G4802970","1940","Texas","480","Live Oak","2970","Live Oak",507.4
"G4802990","1940","Texas","480","Llano","2990","Llano",791.4
"G4803010","1940","Texas","480","Loving","3010","Loving",28373.7
"G4803030","1940","Texas","480","Lubbock","3030","Lubbock",240.2
"G4803050","1940","Texas","480","Lynn","3050","Lynn",344.4
"G4803070","1940","Texas","480","McCulloch","3070","Mcculloch",560.2
"G4803090","1940","Texas","480","McLennan","3090","Mclennan",127.3
"G4803110","1940","Texas","480","McMullen","3110","Mcmullen",2921.6
"G4803130","1940","Texas","480","Madison","3130","Madison",117.1
"G4803150","1940","Texas","480","Marion","3150","Marion",60.2
"G4803170","1940","Texas","480","Martin","3170","Martin",522.1
"G4803190","1940","Texas","480","Mason","3190","Mason",841.3
"G4803210","1940","Texas","480","Matagorda","3210","Matagorda",325.1
"G4803230","1940","Texas","480","Maverick","3230","Maverick",1550.2
"G4803250","1940","Texas","480","Medina","3250","Medina",450.4
"G4803270","1940","Texas","480","Menard","3270","Menard",1867.9
"G4803290","1940","Texas","480","Midland","3290","Midland",1544.4
"G4803310","1940","Texas","480","Milam","3310","Milam",134.5
"G4803330","1940","Texas","480","Mills","3330","Mills",328.2
"G4803350","1940","Texas","480","Mitchell","3350","Mitchell",523.5
"G4803370","1940","Texas","480","Montague","3370","Montague",213.0
"G4803390","1940","Texas","480","Montgomery","3390","Montgomery",88.2
"G4803410","1940","Texas","480","Moore","3410","Moore",1738.7
"G4803430","1940","Texas","480","Morris","3430","Morris",99.6
"G4803450","1940","Texas","480","Motley","3450","Motley",1299.2
"G4803470","1940","Texas","480","Nacogdoches","3470","Nacogdoches",97.6
"G4803490","1940","Texas","480","Navarro","3490","Navarro",140.5
"G4803510","1940","Texas","480","Newton","3510","Newton",48.2
"G4803530","1940","Texas","480","Nolan","3530","Nolan",554.1
"G4803550","1940","Texas","480","Nueces","3550","Nueces",317.3
"G4803570","1940","Texas","480","Ochiltree","3570","Ochiltree",1043.6
"G4803590","1940","Texas","480","Oldham","3590","Oldham",6721.7
"G4803610","1940","Texas","480","Orange","3610","Orange",50.1
"G4803630","1940","Texas","480","Palo Pinto","3630","Palo Pinto",403.1
"G4803650","1940","Texas","480","Panola","3650","Panola",113.1
"G4803670","1940","Texas","480","Parker","3670","Parker",185.9
"G4803690","1940","Texas","480","Parmer","3690","Parmer",547.2
"G4803710","1940","Texas","480","Pecos","3710","Pecos",7114.0
"G4803730","1940","Texas","480","Polk","3730","Polk",72.4
"G4803750","1940","Texas","480","Potter","3750","Potter",2193.9
"G4803770","1940","Texas","480","Presidio","3770","Presidio",3839.9
"G4803790","1940","Texas","480","Rains","3790","Rains",113.8
"G4803810","1940","Texas","480","Randall","3810","Randall",859.0
"G4803830","1940","Texas","480","Reagan","3830","Reagan",7929.5
"G4803850","1940","Texas","480","Real","3850","Real",1381.3
"G4803870","1940","Texas","480","Red River","3870","Red River",110.4
"G4803890","1940","Texas","480","Reeves","3890","Reeves",5780.0
"G4803910","1940","Texas","480","Refugio","3910","Refugio",1358.2
"G4803930","1940","Texas","480","Roberts","3930","Roberts",4077.2
"G4803950","1940","Texas","480","Robertson","3950","Robertson",142.7
"G4803970","1940","Texas","480","Rockwall","3970","Rockwall",132.2
"G4803990","1940","Texas","480","Runnels","3990","Runnels",286.9
"G4804010","1940","Texas","480","Rusk","4010","Rusk",95.4
"G4804030","1940","Texas","480","Sabine","4030","Sabine",55.7
"G4804050","1940","Texas","480","San Augustine","4050","San Augustine",67.1
"G4804070","1940","Texas","480","San Jacinto","4070","San Jacinto",93.4
"G4804090","1940","Texas","480","San Patricio","4090","San Patricio",289.8
"G4804110","1940","Texas","480","San Saba","4110","San Saba",509.4
"G4804130","1940","Texas","480","Schleicher","4130","Schleicher",2836.5
"G4804150","1940","Texas","480","Scurry","4150","Scurry",395.2
"G4804170","1940","Texas","480","Shackelford","4170","Shackelford",1218.6
"G4804190","1940","Texas","480","Shelby","4190","Shelby",63.8
"G4804210","1940","Texas","480","Sherman","4210","Sherman",1782.7
"G4804230","1940","Texas","480","Smith","4230","Smith",79.5
"G4804250","1940","Texas","480","Somervell","4250","Somervell",218.9
"G4804270","1940","Texas","480","Starr","4270","Starr",250.2
"G4804290","1940","Texas","480","Stephens","4290","Stephens",731.5
"G4804310","1940","Texas","480","Sterling","4310","Sterling",4716.0
"G4804330","1940","Texas","480","Stonewall","4330","Stonewall",708.6
"G4804350","1940","Texas","480","Sutton","4350","Sutton",7673.1
"G4804370","1940","Texas","480","Swisher","4370","Swisher",544.0
"G4804390","1940","Texas","480","Tarrant","4390","Tarrant",126.5
"G4804410","1940","Texas","480","Taylor","4410","Taylor",271.2
"G4804430","1940","Texas","480","Terrell","4430","Terrell",11111.0
"G4804450","1940","Texas","480","Terry","4450","Terry",362.5
"G4804470","1940","Texas","480","Throckmorton","4470","Throckmorton",676.6
"G4804490","1940","Texas","480","Titus","4490","Titus",87.9
"G4804510","1940","Texas","480","Tom Green","4510","Tom Green",732.4
"G4804530","1940","Texas","480","Travis","4530","Travis",194.3
"G4804550","1940","Texas","480","Trinity","4550","Trinity",106.7
"G4804570","1940","Texas","480","Tyler","4570","Tyler",68.6
"G4804590","1940","Texas","480","Upshur","4590","Upshur",87.1
"G4804610","1940","Texas","480","Upton","4610","Upton",9290.8
"G4804630","1940","Texas","480","Uvalde","4630","Uvalde",1571.5
"G4804650","1940","Texas","480","Val Verde","4650","Val Verde",6783.3
"G4804670","1940","Texas","480","Van Zandt","4670","Van Zandt",103.0
"G4804690","1940","Texas","480","Victoria","4690","Victoria",349.3
"G4804710","1940","Texas","480","Walker","4710","Walker",152.0
"G4804730","1940","Texas","480","Waller","4730","Waller",149.7
"G4804750","1940","Texas","480","Ward","4750","Ward",2508.3
"G4804770","1940","Texas","480","Washington","4770","Washington",81.6
"G4804790","1940","Texas","480","Webb","4790","Webb",4324.7
"G4804810","1940","Texas","480","Wharton","4810","Wharton",131.2
"G4804830","1940","Texas","480","Wheeler","4830","Wheeler",445.3
"G4804850","1940","Texas","480","Wichita","4850","Wichita",178.9
"G4804870","1940","Texas","480","Wilbarger","4870","Wilbarger",648.1
"G4804890","1940","Texas","480","Willacy","4890","Willacy",255.0
"G4804910","1940","Texas","480","Williamson","4910","Williamson",164.9
"G4804930","1940","Texas","480","Wilson","4930","Wilson",192.8
"G4804950","1940","Texas","480","Winkler","4950","Winkler",13624.2
"G4804970","1940","Texas","480","Wise","4970","Wise",196.9
"G4804990","1940","Texas","480","Wood","4990","Wood",95.9
"G4805010","1940","Texas","480","Yoakum","5010","Yoakum",1544.9
"G4805030","1940","Texas","480","Young","5030","Young",358.4
"G4805050","1940","Texas","480","Zapata","5050","Zapata",1234.0
"G4805070","1940","Texas","480","Zavala","5070","Zavala",2504.3
"G4900010","1940","Utah","490","Beaver","0010","Beaver",233.7
"G4900030","1940","Utah","490","Box Elder","0030","Box Elder",381.6
"G4900050","1940","Utah","490","Cache","0050","Cache",146.5
"G4900070","1940","Utah","490","Carbon","0070","Carbon",294.2
"G4900090","1940","Utah","490","Daggett","0090","Daggett",655.7
"G4900110","1940","Utah","490","Davis","0110","Davis",65.4
"G4900130","1940","Utah","490","Duchesne","0130","Duchesne",272.0
"G4900150","1940","Utah","490","Emery","0150","Emery",198.1
"G4900170","1940","Utah","490","Garfield","0170","Garfield",276.2
"G4900190","1940","Utah","490","Grand","0190","Grand",898.5
"G4900210","1940","Utah","490","Iron","0210","Iron",822.2
"G4900230","1940","Utah","490","Juab","0230","Juab",457.9
"G4900250","1940","Utah","490","Kane","0250","Kane",891.7
"G4900270","1940","Utah","490","Millard","0270","Millard",297.6
"G4900290","1940","Utah","490","Morgan","0290","Morgan",393.3
"G4900310","1940","Utah","490","Piute","0310","Piute",221.0
"G4900330","1940","Utah","490","Rich","0330","Rich",2172.6
"G4900350","1940","Utah","490","Salt Lake","0350","Salt Lake",51.1
"G4900370","1940","Utah","490","San Juan","0370","San Juan",1150.7
"G4900390","1940","Utah","490","Sanpete","0390","Sanpete",277.9
"G4900410","1940","Utah","490","Sevier","0410","Sevier",155.1
"G4900430","1940","Utah","490","Summit","0430","Summit",209.2
"G4900450","1940","Utah","490","Tooele","0450","Tooele",419.2
"G4900470","1940","Utah","490","Uintah","0470","Uintah",311.4
"G4900490","1940","Utah","490","Utah","0490","Utah",127.2
"G4900510","1940","Utah","490","Wasatch","0510","Wasatch",596.7
"G4900530","1940","Utah","490","Washington","0530","Washington",370.8
"G4900550","1940","Utah","490","Wayne","0550","Wayne",178.7
"G4900570","1940","Utah","490","Weber","0570","Weber",244.7
"G5000010","1940","Vermont","500","Addison","0010","Addison",178.3
"G5000030","1940","Vermont","500","Bennington","0030","Bennington",153.0
"G5000050","1940","Vermont","500","Caledonia","0050","Caledonia",150.3
"G5000070","1940","Vermont","500","Chittenden","0070","Chittenden",159.1
"G5000090","1940","Vermont","500","Essex","0090","Essex",177.3
"G5000110","1940","Vermont","500","Franklin","0110","Franklin",163.5
"G5000130","1940","Vermont","500","Grand Isle","0130","Grand Isle",106.8
"G5000150","1940","Vermont","500","Lamoille","0150","Lamoille",134.9
"G5000170","1940","Vermont","500","Orange","0170","Orange",158.5
"G5000190","1940","Vermont","500","Orleans","0190","Orleans",163.4
"G5000210","1940","Vermont","500","Rutland","0210","Rutland",178.9
"G5000230","1940","Vermont","500","Washington","0230","Washington",137.7
"G5000250","1940","Vermont","500","Windham","0250","Windham",147.2
"G5000270","1940","Vermont","500","Windsor","0270","Windsor",140.7
